Date,Month_Year,PM10,PM2.5,WeekDay,PAW_60cm,Max_Daily_Temp_C
2008-03-19,03-08,11,26,4,98.43,4
2008-03-20,03-08,10,7,5,98.43,3.9
2008-03-21,03-08,6,19,6,98.43,5.5
2008-03-22,03-08,8,15,7,98.43,5.8
2008-03-23,03-08,18,9,1,98.43,-0.5
2008-03-24,03-08,24,37,2,98.43,3
2008-03-25,03-08,13,90,3,98.43,1.9
2008-03-26,03-08,18,89,4,98.43,3.1
2008-03-27,03-08,31,8,5,98.43,6.1
2008-03-28,03-08,20,50,6,98.43,11
2008-03-29,03-08,14,70,7,98.43,10.8
2008-03-30,03-08,12,98,1,98.43,17
2008-03-31,03-08,25,96,2,98.43,16.1
2008-04-01,04-08,37,29,3,100.83,16
2008-04-02,04-08,13,23,4,100.83,9.6
2008-04-03,04-08,9,76,5,100.83,7.2
2008-04-04,04-08,30,70,6,100.83,7.7
2008-04-05,04-08,23,58,7,100.83,9.9
2008-04-06,04-08,7,74,1,100.83,6.2
2008-04-07,04-08,20,27,2,100.83,3.7
2008-04-08,04-08,33,42,3,100.83,8.8
2008-04-09,04-08,50,3,4,100.83,8.4
2008-04-10,04-08,33,3,5,100.83,7.4
2008-04-11,04-08,35,17,6,100.83,17.7
2008-04-12,04-08,28,0,7,100.83,12.8
2008-04-13,04-08,14,96,1,100.83,15.3
2008-04-14,04-08,19,38,2,100.83,16.3
2008-04-15,04-08,16,44,3,100.83,5.9
2008-04-16,04-08,28,43,4,100.83,8.9
2008-04-17,04-08,38,99,5,100.83,10.3
2008-04-18,04-08,40,86,6,100.83,11.1
2008-04-19,04-08,27,59,7,100.83,5.7
2008-04-20,04-08,37,5,1,100.83,9.1
2008-04-21,04-08,34,80,2,100.83,16.3
2008-04-22,04-08,35,11,3,100.83,11
2008-04-23,04-08,36,10,4,100.83,15.7
2008-04-24,04-08,32,22,5,100.83,15.6
2008-04-25,04-08,19,39,6,100.83,12.5
2008-04-26,04-08,23,41,7,100.83,17.3
2008-04-27,04-08,26,21,1,100.83,19.8
2008-04-28,04-08,32,12,2,100.83,22.6
2008-04-29,04-08,17,92,3,100.83,11.5
2008-04-30,04-08,28,94,4,100.83,18.7
2008-05-01,05-08,13,22,5,79.78,15.6
2008-05-02,05-08,14,61,6,79.78,17.4
2008-05-03,05-08,18,4,7,79.78,16.5
2008-05-04,05-08,15,11,1,79.78,16.8
2008-05-05,05-08,30,47,2,79.78,16.1
2008-05-06,05-08,24,67,3,79.78,19.7
2008-05-07,05-08,21,43,4,79.78,20.8
2008-05-08,05-08,28,7,5,79.78,21.6
2008-05-09,05-08,27,39,6,79.78,22.2
2008-05-10,05-08,21,45,7,79.78,22.6
2008-05-11,05-08,17,20,1,79.78,22.8
2008-05-12,05-08,19,79,2,79.78,22.5
2008-05-13,05-08,31,54,3,79.78,22.9
2008-05-14,05-08,27,95,4,79.78,22.7
2008-05-15,05-08,20,98,5,79.78,24
2008-05-16,05-08,22,9,6,79.78,19.6
2008-05-17,05-08,12,99,7,79.78,21.6
2008-05-18,05-08,16,96,1,79.78,13.4
2008-05-19,05-08,23,8,2,79.78,13.9
2008-05-20,05-08,21,93,3,79.78,15.8
2008-05-21,05-08,20,86,4,79.78,12.7
2008-05-22,05-08,26,13,5,79.78,14.4
2008-05-23,05-08,27,41,6,79.78,16.6
2008-05-24,05-08,23,16,7,79.78,19.9
2008-05-25,05-08,18,67,1,79.78,22.7
2008-05-26,05-08,25,59,2,79.78,23.2
2008-05-27,05-08,40,41,3,79.78,21.1
2008-05-28,05-08,39,9,4,79.78,28.4
2008-05-29,05-08,40,33,5,79.78,28.9
2008-05-30,05-08,34,34,6,79.78,33.3
2008-05-31,05-08,33,1,7,79.78,28
2008-06-01,06-08,21,29,1,69.53,29.3
2008-06-02,06-08,32,99,2,69.53,29.8
2008-06-03,06-08,NA,NA,3,69.53,23.8
2008-06-04,06-08,42,6,4,69.53,19.2
2008-06-05,06-08,29,30,5,69.53,23.2
2008-06-06,06-08,23,34,6,69.53,23.9
2008-06-07,06-08,22,68,7,69.53,25.3
2008-06-08,06-08,19,72,1,69.53,24.7
2008-06-09,06-08,23,65,2,69.53,24.6
2008-06-10,06-08,27,2,3,69.53,27.9
2008-06-11,06-08,23,0,4,69.53,19.1
2008-06-12,06-08,24,1,5,69.53,17.1
2008-06-13,06-08,7,47,6,69.53,16.1
2008-06-14,06-08,15,45,7,69.53,17.3
2008-06-15,06-08,13,43,1,69.53,18
2008-06-16,06-08,14,44,2,69.53,16.3
2008-06-17,06-08,16,70,3,69.53,21
2008-06-18,06-08,17,36,4,69.53,23
2008-06-19,06-08,17,97,5,69.53,24.9
2008-06-20,06-08,16,28,6,69.53,22.2
2008-06-21,06-08,16,0,7,69.53,21.7
2008-06-22,06-08,15,33,1,69.53,30.7
2008-06-23,06-08,16,55,2,69.53,27.5
2008-06-24,06-08,20,34,3,69.53,26.6
2008-06-25,06-08,19,4,4,69.53,30
2008-06-26,06-08,19,16,5,69.53,24.4
2008-06-27,06-08,16,21,6,69.53,21.6
2008-06-28,06-08,10,95,7,69.53,22.3
2008-06-29,06-08,9,44,1,69.53,26.8
2008-06-30,06-08,18,11,2,69.53,25.7
2008-07-01,07-08,20,3,3,55.38,30
2008-07-02,07-08,22,73,4,55.38,33.3
2008-07-03,07-08,25,40,5,55.38,30.8
2008-07-04,07-08,12,5,6,55.38,21.8
2008-07-05,07-08,12,21,7,55.38,23.8
2008-07-06,07-08,12,64,1,55.38,27.3
2008-07-07,07-08,16,15,2,55.38,21.4
2008-07-08,07-08,10,66,3,55.38,20
2008-07-09,07-08,13,66,4,55.38,20.5
2008-07-10,07-08,16,84,5,55.38,26.9
2008-07-11,07-08,17,79,6,55.38,29.9
2008-07-12,07-08,11,66,7,55.38,21.6
2008-07-13,07-08,8,89,1,55.38,18.2
2008-07-14,07-08,16,38,2,55.38,21.3
2008-07-15,07-08,20,17,3,55.38,24.2
2008-07-16,07-08,17,26,4,55.38,24.7
2008-07-17,07-08,19,1,5,55.38,18.5
2008-07-18,07-08,16,11,6,55.38,18.6
2008-07-19,07-08,12,39,7,55.38,22
2008-07-20,07-08,7,93,1,55.38,22.6
2008-07-21,07-08,12,94,2,55.38,17.7
2008-07-22,07-08,8,69,3,55.38,13.8
2008-07-23,07-08,18,17,4,55.38,20
2008-07-24,07-08,18,95,5,55.38,22.1
2008-07-25,07-08,27,37,6,55.38,26.7
2008-07-26,07-08,23,25,7,55.38,31.1
2008-07-27,07-08,19,2,1,55.38,30.1
2008-07-28,07-08,20,46,2,55.38,31.4
2008-07-29,07-08,25,70,3,55.38,32
2008-07-30,07-08,25,20,4,55.38,30
2008-07-31,07-08,26,89,5,55.38,31.3
2008-08-01,08-08,20,23,6,58.62,28.7
2008-08-02,08-08,14,4,7,58.62,26
2008-08-03,08-08,12,98,1,58.62,26.1
2008-08-04,08-08,10,56,2,58.62,23.6
2008-08-05,08-08,14,30,3,58.62,23.7
2008-08-06,08-08,15,23,4,58.62,28.7
2008-08-07,08-08,17,47,5,58.62,32.4
2008-08-08,08-08,10,29,6,58.62,23.2
2008-08-09,08-08,11,1,7,58.62,20
2008-08-10,08-08,11,26,1,58.62,24.1
2008-08-11,08-08,14,0,2,58.62,26.4
2008-08-12,08-08,9,78,3,58.62,21.5
2008-08-13,08-08,10,24,4,58.62,22.9
2008-08-14,08-08,17,10,5,58.62,23.2
2008-08-15,08-08,NA,NA,6,58.62,15.3
2008-08-16,08-08,25,20,7,58.62,19.8
2008-08-17,08-08,16,95,1,58.62,21.9
2008-08-18,08-08,NA,NA,2,58.62,25
2008-08-19,08-08,NA,NA,3,58.62,28
2008-08-20,08-08,11,2,4,58.62,21.5
2008-08-21,08-08,14,15,5,58.62,21.6
2008-08-22,08-08,15,56,6,58.62,24.4
2008-08-23,08-08,9,7,7,58.62,18.7
2008-08-24,08-08,9,47,1,58.62,18.9
2008-08-25,08-08,17,71,2,58.62,20.7
2008-08-26,08-08,22,14,3,58.62,23.6
2008-08-27,08-08,19,60,4,58.62,25.4
2008-08-28,08-08,36,87,5,58.62,20.6
2008-08-29,08-08,24,32,6,58.62,20.2
2008-08-30,08-08,15,70,7,58.62,22.7
2008-08-31,08-08,16,76,1,58.62,26
2008-09-01,09-08,16,8,2,67.77,20.7
2008-09-02,09-08,23,14,3,67.77,24
2008-09-03,09-08,14,69,4,67.77,26.8
2008-09-04,09-08,11,39,5,67.77,20.4
2008-09-05,09-08,18,58,6,67.77,24.1
2008-09-06,09-08,NA,NA,7,67.77,25.7
2008-09-07,09-08,NA,NA,1,67.77,17.4
2008-09-08,09-08,NA,NA,2,67.77,19.7
2008-09-09,09-08,14,31,3,67.77,23.6
2008-09-10,09-08,20,27,4,67.77,24.1
2008-09-11,09-08,19,83,5,67.77,26.2
2008-09-12,09-08,35,14,6,67.77,22.2
2008-09-13,09-08,15,40,7,67.77,16.7
2008-09-14,09-08,11,55,1,67.77,11.9
2008-09-15,09-08,22,8,2,67.77,9
2008-09-16,09-08,18,56,3,67.77,7.8
2008-09-17,09-08,19,95,4,67.77,10.1
2008-09-18,09-08,18,4,5,67.77,13.7
2008-09-19,09-08,20,40,6,67.77,15.8
2008-09-20,09-08,17,32,7,67.77,11.3
2008-09-21,09-08,NA,NA,1,67.77,12.1
2008-09-22,09-08,NA,NA,2,67.77,11.7
2008-09-23,09-08,17,32,3,67.77,9.9
2008-09-24,09-08,24,22,4,67.77,11.1
2008-09-25,09-08,29,61,5,67.77,12.1
2008-09-26,09-08,38,23,6,67.77,13.8
2008-09-27,09-08,36,19,7,67.77,16
2008-09-28,09-08,21,66,1,67.77,17.8
2008-09-29,09-08,39,12,2,67.77,15.8
2008-09-30,09-08,30,65,3,67.77,11.2
2008-10-01,10-08,7,10,4,78.92,13
2008-10-02,10-08,12,74,5,78.92,12.8
2008-10-03,10-08,11,93,6,78.92,9.2
2008-10-04,10-08,10,0,7,78.92,10.1
2008-10-05,10-08,9,90,1,78.92,13.6
2008-10-06,10-08,8,42,2,78.92,13.7
2008-10-07,10-08,22,77,3,78.92,16.7
2008-10-08,10-08,33,38,4,78.92,19
2008-10-09,10-08,39,38,5,78.92,12.4
2008-10-10,10-08,39,72,6,78.92,16.8
2008-10-11,10-08,26,18,7,78.92,18.3
2008-10-12,10-08,23,75,1,78.92,16.6
2008-10-13,10-08,31,22,2,78.92,21.9
2008-10-14,10-08,41,21,3,78.92,17.6
2008-10-15,10-08,38,9,4,78.92,15.2
2008-10-16,10-08,10,50,5,78.92,13.7
2008-10-17,10-08,21,86,6,78.92,9.9
2008-10-18,10-08,23,24,7,78.92,12.2
2008-10-19,10-08,23,85,1,78.92,12.5
2008-10-20,10-08,31,0,2,78.92,16.5
2008-10-21,10-08,25,5,3,78.92,19.4
2008-10-22,10-08,7,82,4,78.92,8.3
2008-10-23,10-08,25,51,5,78.92,8.6
2008-10-24,10-08,27,84,6,78.92,10.4
2008-10-25,10-08,33,22,7,78.92,12.9
2008-10-26,10-08,31,96,1,78.92,13.5
2008-10-27,10-08,16,72,2,78.92,9.2
2008-10-28,10-08,33,13,3,78.92,7.8
2008-10-29,10-08,13,1,4,78.92,4.7
2008-10-30,10-08,17,83,5,78.92,2.9
2008-10-31,10-08,23,17,6,78.92,10
2008-11-01,11-08,29,0,7,102.2,5.6
2008-11-02,11-08,25,98,1,102.2,14.5
2008-11-03,11-08,49,52,2,102.2,10.7
2008-11-04,11-08,42,63,3,102.2,7.7
2008-11-05,11-08,54,62,4,102.2,9.8
2008-11-06,11-08,45,38,5,102.2,9.1
2008-11-07,11-08,44,53,6,102.2,9.7
2008-11-08,11-08,44,67,7,102.2,11.6
2008-11-09,11-08,23,20,1,102.2,12.2
2008-11-10,11-08,11,25,2,102.2,14.6
2008-11-11,11-08,12,68,3,102.2,15.4
2008-11-12,11-08,19,6,4,102.2,8.6
2008-11-13,11-08,35,20,5,102.2,8.2
2008-11-14,11-08,27,58,6,102.2,8.4
2008-11-15,11-08,26,9,7,102.2,10.6
2008-11-16,11-08,9,12,1,102.2,10.2
2008-11-17,11-08,20,64,2,102.2,5.7
2008-11-18,11-08,23,2,3,102.2,5.4
2008-11-19,11-08,NA,NA,4,102.2,6.7
2008-11-20,11-08,NA,NA,5,102.2,8.3
2008-11-21,11-08,NA,NA,6,102.2,4.7
2008-11-22,11-08,NA,NA,7,102.2,-0.2
2008-11-23,11-08,NA,NA,1,102.2,0.3
2008-11-24,11-08,NA,NA,2,102.2,2.6
2008-11-25,11-08,NA,NA,3,102.2,0.5
2008-11-26,11-08,NA,NA,4,102.2,1.5
2008-11-27,11-08,NA,NA,5,102.2,4.5
2008-11-28,11-08,36,9,6,102.2,2.8
2008-11-29,11-08,34,77,7,102.2,1.4
2008-11-30,11-08,34,56,1,102.2,5.1
2008-12-01,12-08,34,54,2,104.2,2.5
2008-12-02,12-08,17,22,3,104.2,2.8
2008-12-03,12-08,13,78,4,104.2,2.5
2008-12-04,12-08,11,88,5,104.2,4.6
2008-12-05,12-08,11,0,6,104.2,5.3
2008-12-06,12-08,10,53,7,104.2,5.3
2008-12-07,12-08,12,81,1,104.2,3.7
2008-12-08,12-08,19,76,2,104.2,3.4
2008-12-09,12-08,23,99,3,104.2,1.7
2008-12-10,12-08,35,90,4,104.2,1.4
2008-12-11,12-08,22,59,5,104.2,-0.3
2008-12-12,12-08,27,24,6,104.2,0.4
2008-12-13,12-08,40,56,7,104.2,3
2008-12-14,12-08,21,14,1,104.2,3.8
2008-12-15,12-08,46,66,2,104.2,3.8
2008-12-16,12-08,35,46,3,104.2,2.1
2008-12-17,12-08,29,80,4,104.2,2.7
2008-12-18,12-08,17,88,5,104.2,2
2008-12-19,12-08,13,24,6,104.2,3.3
2008-12-20,12-08,8,55,7,104.2,5.3
2008-12-21,12-08,13,0,1,104.2,6.3
2008-12-22,12-08,8,49,2,104.2,7.8
2008-12-23,12-08,16,44,3,104.2,5.9
2008-12-24,12-08,11,29,4,104.2,4.8
2008-12-25,12-08,9,51,5,104.2,3.3
2008-12-26,12-08,19,22,6,104.2,-2.6
2008-12-27,12-08,29,59,7,104.2,-2.4
2008-12-28,12-08,36,71,1,104.2,-1.2
2008-12-29,12-08,68,25,2,104.2,-4.4
2008-12-30,12-08,58,43,3,104.2,0.8
2008-12-31,12-08,52,69,4,104.2,-0.6
2009-01-01,01-09,70,91,5,102.8,-4
2009-01-02,01-09,44,74,6,102.8,-1.6
2009-01-03,01-09,22,98,7,102.8,-2.4
2009-01-04,01-09,19,82,1,102.8,-1.9
2009-01-05,01-09,24,78,2,102.8,-1.7
2009-01-06,01-09,70,84,3,102.8,-10.6
2009-01-07,01-09,53,48,4,102.8,-6.8
2009-01-08,01-09,39,86,5,102.8,-4
2009-01-09,01-09,50,36,6,102.8,-2.8
2009-01-10,01-09,46,27,7,102.8,1.2
2009-01-11,01-09,60,17,1,102.8,-1.2
2009-01-12,01-09,65,14,2,102.8,-1.6
2009-01-13,01-09,64,23,3,102.8,-1.3
2009-01-14,01-09,75,61,4,102.8,-2.7
2009-01-15,01-09,78,64,5,102.8,2
2009-01-16,01-09,28,95,6,102.8,1.5
2009-01-17,01-09,39,69,7,102.8,2.2
2009-01-18,01-09,22,2,1,102.8,5.2
2009-01-19,01-09,8,78,2,102.8,5.4
2009-01-20,01-09,12,79,3,102.8,5.5
2009-01-21,01-09,30,45,4,102.8,2.8
2009-01-22,01-09,18,21,5,102.8,1.7
2009-01-23,01-09,14,24,6,102.8,5.8
2009-01-24,01-09,13,3,7,102.8,4.1
2009-01-25,01-09,23,92,1,102.8,4.6
2009-01-26,01-09,55,60,2,102.8,1.6
2009-01-27,01-09,74,86,3,102.8,-0.5
2009-01-28,01-09,54,63,4,102.8,-1.3
2009-01-29,01-09,43,70,5,102.8,0.2
2009-01-30,01-09,36,24,6,102.8,-2
2009-01-31,01-09,26,79,7,102.8,-0.5
2009-02-01,02-09,23,81,1,103.47,-0.5
2009-02-02,02-09,37,37,2,103.47,3.3
2009-02-03,02-09,36,51,3,103.47,5.5
2009-02-04,02-09,32,56,4,103.47,4.4
2009-02-05,02-09,31,50,5,103.47,5.5
2009-02-06,02-09,28,62,6,103.47,6.2
2009-02-07,02-09,31,38,7,103.47,7
2009-02-08,02-09,16,50,1,103.47,3
2009-02-09,02-09,24,72,2,103.47,3.1
2009-02-10,02-09,7,7,3,103.47,5.9
2009-02-11,02-09,10,66,4,103.47,1.3
2009-02-12,02-09,14,50,5,103.47,-0.7
2009-02-13,02-09,22,9,6,103.47,0.6
2009-02-14,02-09,20,59,7,103.47,-0.8
2009-02-15,02-09,23,67,1,103.47,-2.6
2009-02-16,02-09,28,0,2,103.47,1.7
2009-02-17,02-09,16,74,3,103.47,0.4
2009-02-18,02-09,16,44,4,103.47,-3.4
2009-02-19,02-09,31,92,5,103.47,-0.2
2009-02-20,02-09,26,40,6,103.47,1.2
2009-02-21,02-09,11,45,7,103.47,1.7
2009-02-22,02-09,8,17,1,103.47,2.7
2009-02-23,02-09,8,20,2,103.47,2.8
2009-02-24,02-09,23,17,3,103.47,0
2009-02-25,02-09,25,10,4,103.47,4.1
2009-02-26,02-09,26,0,5,103.47,3.9
2009-02-27,02-09,13,20,6,103.47,4.3
2009-02-28,02-09,13,12,7,103.47,6.8
2009-03-01,03-09,11,97,1,102.82,7.9
2009-03-02,03-09,23,49,2,102.82,6.4
2009-03-03,03-09,31,9,3,102.82,7.5
2009-03-04,03-09,NA,NA,4,102.82,8.1
2009-03-05,03-09,55,43,5,102.82,10
2009-03-06,03-09,21,58,6,102.82,6.6
2009-03-07,03-09,8,63,7,102.82,3.2
2009-03-08,03-09,16,31,1,102.82,5.4
2009-03-09,03-09,14,43,2,102.82,5.4
2009-03-10,03-09,9,22,3,102.82,5.5
2009-03-11,03-09,7,96,4,102.82,5.4
2009-03-12,03-09,12,1,5,102.82,4.2
2009-03-13,03-09,13,67,6,102.82,9.9
2009-03-14,03-09,19,34,7,102.82,10.7
2009-03-15,03-09,9,50,1,102.82,7.1
2009-03-16,03-09,10,51,2,102.82,6.9
2009-03-17,03-09,23,86,3,102.82,9.3
2009-03-18,03-09,18,50,4,102.82,8.8
2009-03-19,03-09,20,58,5,102.82,3.6
2009-03-20,03-09,24,41,6,102.82,1.6
2009-03-21,03-09,24,16,7,102.82,6.6
2009-03-22,03-09,23,81,1,102.82,7.3
2009-03-23,03-09,18,27,2,102.82,6.6
2009-03-24,03-09,8,17,3,102.82,6.1
2009-03-25,03-09,14,35,4,102.82,2.5
2009-03-26,03-09,12,22,5,102.82,7
2009-03-27,03-09,10,32,6,102.82,8
2009-03-28,03-09,9,30,7,102.82,9.5
2009-03-29,03-09,13,2,1,102.82,8.8
2009-03-30,03-09,36,79,2,102.82,7.2
2009-03-31,03-09,34,43,3,102.82,13.3
2009-04-01,04-09,50,10,4,94.23,13.5
2009-04-02,04-09,47,28,5,94.23,19.3
2009-04-03,04-09,44,44,6,94.23,21.7
2009-04-04,04-09,55,20,7,94.23,21
2009-04-05,04-09,78,85,1,94.23,13.8
2009-04-06,04-09,63,95,2,94.23,19.2
2009-04-07,04-09,43,19,3,94.23,22.6
2009-04-08,04-09,28,4,4,94.23,19.8
2009-04-09,04-09,23,98,5,94.23,19.3
2009-04-10,04-09,25,5,6,94.23,23.1
2009-04-11,04-09,34,96,7,94.23,24.3
2009-04-12,04-09,29,63,1,94.23,21.8
2009-04-13,04-09,27,73,2,94.23,21.5
2009-04-14,04-09,39,68,3,94.23,22.2
2009-04-15,04-09,38,74,4,94.23,23
2009-04-16,04-09,40,72,5,94.23,22.1
2009-04-17,04-09,26,84,6,94.23,11.7
2009-04-18,04-09,43,24,7,94.23,10.2
2009-04-19,04-09,19,12,1,94.23,16.6
2009-04-20,04-09,30,59,2,94.23,17.6
2009-04-21,04-09,27,68,3,94.23,18.3
2009-04-22,04-09,31,22,4,94.23,16.9
2009-04-23,04-09,17,80,5,94.23,9
2009-04-24,04-09,37,12,6,94.23,18.7
2009-04-25,04-09,30,86,7,94.23,21.5
2009-04-26,04-09,25,8,1,94.23,20.1
2009-04-27,04-09,23,43,2,94.23,22.5
2009-04-28,04-09,24,18,3,94.23,21.9
2009-04-29,04-09,10,62,4,94.23,13.5
2009-04-30,04-09,49,0,5,94.23,17.3
2009-05-01,05-09,58,94,6,89.83,18.8
2009-05-02,05-09,24,25,7,89.83,17.9
2009-05-03,05-09,24,26,1,89.83,19.6
2009-05-04,05-09,13,0,2,89.83,11.3
2009-05-05,05-09,17,27,3,89.83,11.1
2009-05-06,05-09,11,60,4,89.83,12.2
2009-05-07,05-09,17,59,5,89.83,19.9
2009-05-08,05-09,14,40,6,89.83,21.2
2009-05-09,05-09,15,97,7,89.83,20.6
