X (Grid),Y (Grid),X (m),Y (m),AirT,rh,Wind,MRT,Point
75,165,226.5,7.5,36.514919,27.7207,2.106,72.5209,436
76,165,229.5,7.5,36.596462,27.6627,2.0153,73.0376,437
77,165,232.5,7.5,36.69339,27.5871,1.816,73.9454,438
78,165,235.5,7.5,36.820629,27.4646,0.4267,77.9273,439
79,165,238.5,7.5,NA,NA,0,NA,440
80,165,241.5,7.5,36.741486,27.8352,0.5317,77.8734,441
81,165,244.5,7.5,36.650314,28.0318,0.9823,75.8247,442
82,165,247.5,7.5,36.493202,28.3422,1.6834,73.7192,443
83,165,250.5,7.5,36.2985,28.7243,2.013,71.6444,444
84,165,253.5,7.5,36.062885,29.1995,2.0725,75.3093,445
85,165,256.5,7.5,35.834538,29.6988,1.9478,71.4019,446
86,165,259.5,7.5,35.616856,30.211,1.6131,42.5154,447
87,165,262.5,7.5,35.444206,30.6783,1.137,42.0274,448
88,165,265.5,7.5,35.311337,31.0808,1.1123,38.1205,449
89,165,268.5,7.5,35.242596,31.4574,1.1774,63.6915,450
90,165,271.5,7.5,35.142998,31.7781,1.2147,60.7142,451
91,165,274.5,7.5,35.074375,32.0035,0.613,61.8839,452
92,165,277.5,7.5,34.904327,32.1728,1.9916,61.5266,453
93,165,280.5,7.5,34.831451,32.3898,2.0414,62.8205,454
94,165,283.5,7.5,34.766567,32.6043,1.9706,64.0161,455
95,165,286.5,7.5,34.693222,32.8046,1.9223,64.5109,456
96,165,289.5,7.5,34.601337,32.9675,1.8327,57.1541,457
97,165,292.5,7.5,34.469658,33.1477,1.7587,40.5624,458
98,165,295.5,7.5,34.344822,33.3322,1.7031,38.383,459
99,165,298.5,7.5,34.230808,33.4882,1.6441,34.0638,460
100,165,301.5,7.5,34.138683,33.6073,1.6005,35.1475,461
101,165,304.5,7.5,34.082458,33.6569,1.575,34.3743,462
102,165,307.5,7.5,34.068787,33.6484,1.5738,38.6536,463
103,165,310.5,7.5,NA,NA,0,NA,464
104,165,313.5,7.5,NA,NA,0,NA,465
105,165,316.5,7.5,NA,NA,0,NA,466
106,165,319.5,7.5,34.692814,31.936,0.4452,66.9488,467
107,165,322.5,7.5,34.652065,32.0028,0.9556,68.6466,468
108,165,325.5,7.5,34.644428,32.0121,0.4636,69.8458,469
109,165,328.5,7.5,NA,NA,0,NA,470
110,165,331.5,7.5,NA,NA,0,NA,471
111,165,334.5,7.5,NA,NA,0,NA,472
112,165,337.5,7.5,NA,NA,0,NA,473
113,165,340.5,7.5,34.108799,32.9305,1.5399,64.4238,474
114,165,343.5,7.5,34.005989,33.1374,1.5569,64.666,475
115,165,346.5,7.5,33.88726,33.3836,0.6064,49.1947,476
116,165,349.5,7.5,33.852329,33.4657,0.8245,46.3498,477
117,165,352.5,7.5,33.903702,33.3868,0.9836,51.7161,478
118,165,355.5,7.5,33.848019,33.5084,1.2083,65.1242,479
119,165,358.5,7.5,33.707451,33.7831,1.8049,50.1211,480
120,165,361.5,7.5,33.604923,33.9887,1.5969,38.8714,481
121,165,364.5,7.5,33.546005,34.1009,1.0757,35.3864,482
122,165,367.5,7.5,33.527058,34.1235,0.8158,34.0965,483
123,165,370.5,7.5,33.521538,34.119,0.4145,36.124,484
124,165,373.5,7.5,33.581963,33.9077,1.4272,37.5925,485
125,165,376.5,7.5,33.612614,33.7988,1.776,50.3992,486
126,165,379.5,7.5,33.642406,33.6918,1.8936,39.7857,487
127,165,382.5,7.5,33.695911,33.5397,1.8738,38.9803,488
128,165,385.5,7.5,33.789635,33.3137,1.6435,40.4452,489
129,165,388.5,7.5,33.936451,33.0085,1.5631,43.8227,490
130,165,391.5,7.5,34.142849,32.6334,1.782,53.3713,491
131,165,394.5,7.5,34.343422,32.2719,1.9511,66.9395,492
132,165,397.5,7.5,34.466679,32.0451,1.9704,68.3489,493
133,165,400.5,7.5,34.567471,31.8193,1.7529,68.6489,494
134,165,403.5,7.5,34.649456,31.6328,1.7102,68.6858,495
135,165,406.5,7.5,34.705608,31.5144,1.7993,68.069,496
136,165,409.5,7.5,34.74049,31.4425,1.8636,68.097,497
137,165,412.5,7.5,34.76709,31.3843,1.8474,67.5557,498
138,165,415.5,7.5,34.786503,31.3425,1.8321,67.5584,499
139,165,418.5,7.5,34.792503,31.3281,1.8562,67.5494,500
140,165,421.5,7.5,34.782185,31.3382,1.9194,67.3848,501
141,165,424.5,7.5,34.782948,31.3067,1.8434,66.9684,502
142,165,427.5,7.5,34.823368,31.1772,1.4875,66.6508,503
143,165,430.5,7.5,34.872433,31.0221,1.1426,65.896,504
144,165,433.5,7.5,34.906746,30.8958,0.8793,64.0132,505
145,165,436.5,7.5,34.981728,30.7083,0.3518,47.1235,506
146,165,439.5,7.5,35.195629,30.1954,0.9258,64.7118,507
147,165,442.5,7.5,35.348381,29.8975,0.9821,63.8846,508
148,165,445.5,7.5,35.480228,29.6715,1.1234,66.353,509
149,165,448.5,7.5,35.574608,29.5317,1.2532,67.0569,510
150,165,451.5,7.5,35.640995,29.4439,1.3075,65.4855,511
151,165,454.5,7.5,35.696545,29.3645,1.2861,67.0217,512
152,165,457.5,7.5,35.777428,29.2204,0.5556,67.7135,513
153,165,460.5,7.5,35.658039,29.4797,1.6254,69.0735,514
154,165,463.5,7.5,35.70858,29.4394,1.7022,66.9616,515
155,165,466.5,7.5,35.845047,29.2524,1.8271,56.1827,516
156,165,469.5,7.5,36.070728,28.9116,1.9763,65.6819,517
157,165,472.5,7.5,36.357071,28.4655,2.0623,67.993,518
158,165,475.5,7.5,36.683636,27.9513,1.9025,69.49,519
159,165,478.5,7.5,NA,NA,0,NA,520
160,165,481.5,7.5,NA,NA,0,NA,521
161,165,484.5,7.5,NA,NA,0,NA,522
162,165,487.5,7.5,NA,NA,0,NA,523
163,165,490.5,7.5,NA,NA,0,NA,524
164,165,493.5,7.5,36.767483,27.1863,0.0267,41.4879,525
165,165,496.5,7.5,36.727337,27.2582,0.0932,39.0703,526
166,165,499.5,7.5,36.684872,27.3684,0.241,36.7656,527
167,165,502.5,7.5,36.661873,27.5699,0.4356,38.5353,528
168,165,505.5,7.5,36.702572,27.9407,0.568,39.8833,529
169,165,508.5,7.5,36.639744,27.9769,0.5824,43.2559,530
170,165,511.5,7.5,36.530701,28.0623,0.4423,37.6252,531
171,165,514.5,7.5,36.226681,28.1132,1.1647,38.6009,532
172,165,517.5,7.5,36.138054,28.2676,1.2095,33.2037,533
173,165,520.5,7.5,36.07283,28.3763,1.2359,34.5468,534
174,165,523.5,7.5,36.017586,28.4347,1.2437,35.8699,535
175,165,526.5,7.5,36.007023,28.2434,1.2309,33.4291,536
176,165,529.5,7.5,36.057812,28.0696,1.4092,44.3341,537
177,165,532.5,7.5,36.093735,27.9001,1.4923,56.3601,538
178,165,535.5,7.5,36.138779,27.6833,1.6026,39.5307,539
179,165,538.5,7.5,36.237537,27.0843,0.4959,41.3237,540
0,164,1.5,10.5,NA,NA,0,NA,541
1,164,4.5,10.5,NA,NA,0,NA,542
2,164,7.5,10.5,NA,NA,0,NA,543
3,164,10.5,10.5,NA,NA,0,NA,544
4,164,13.5,10.5,37.900837,24.6468,1.1968,41.1453,545
5,164,16.5,10.5,37.858883,24.9587,1.6116,63.1102,546
6,164,19.5,10.5,37.747604,25.1032,1.9614,62.3961,547
7,164,22.5,10.5,37.640995,25.2282,2.088,37.7521,548
8,164,25.5,10.5,37.563644,25.3366,2.1099,36.1768,549
9,164,28.5,10.5,37.516048,25.3997,2.084,36.4176,550
10,164,31.5,10.5,37.496616,25.4135,2.0102,36.2964,551
11,164,34.5,10.5,37.501377,25.3915,1.8278,36.1497,552
12,164,37.5,10.5,37.527626,25.3676,1.6586,36.2818,553
13,164,40.5,10.5,37.603649,25.3437,1.5828,38.5981,554
14,164,43.5,10.5,37.738499,25.3556,1.5661,68.7246,555
15,164,46.5,10.5,37.814526,25.3493,1.5786,69.8644,556
16,164,49.5,10.5,37.862122,25.3511,1.6036,69.8155,557
17,164,52.5,10.5,37.896126,25.3655,1.6359,70.0403,558
18,164,55.5,10.5,37.918571,25.3992,1.669,70.101,559
19,164,58.5,10.5,37.930004,25.4539,1.7008,70.1999,560
20,164,61.5,10.5,37.928928,25.5322,1.7275,70.4583,561
21,164,64.5,10.5,37.913006,25.6365,1.7472,70.5928,562
22,164,67.5,10.5,37.879955,25.7685,1.7601,70.6455,563
23,164,70.5,10.5,37.827736,25.9281,1.7709,70.592,564
24,164,73.5,10.5,37.755184,26.1125,1.7867,70.4019,565
25,164,76.5,10.5,37.662788,26.3154,1.8192,71.0372,566
26,164,79.5,10.5,37.545856,26.5296,1.8796,66.4767,567
27,164,82.5,10.5,37.436008,26.6971,1.9207,65.9204,568
28,164,85.5,10.5,37.334076,26.8306,1.9002,65.4165,569
29,164,88.5,10.5,37.233154,26.8451,1.8354,68.3926,570
30,164,91.5,10.5,37.148746,26.9381,1.745,42.6146,571
31,164,94.5,10.5,37.073891,27.0639,1.6873,41.1452,572
32,164,97.5,10.5,37.002388,27.2115,1.6756,43.1423,573
33,164,100.5,10.5,36.945015,27.3555,1.6929,51.4545,574
34,164,103.5,10.5,36.8857,27.508,1.708,56.0377,575
35,164,106.5,10.5,36.773441,27.7556,1.7131,69.6702,576
36,164,109.5,10.5,36.66275,28.0202,1.7201,43.087,577
37,164,112.5,10.5,36.587387,28.1513,1.7416,42.8652,578
38,164,115.5,10.5,36.52652,28.2814,1.7769,42.2456,579
39,164,118.5,10.5,36.453999,28.5231,1.82,41.4322,580
40,164,121.5,10.5,36.444405,28.7067,1.8672,48.7471,581
41,164,124.5,10.5,36.481808,28.782,1.9145,68.3671,582
42,164,127.5,10.5,36.525204,28.6985,1.9572,69.9991,583
43,164,130.5,10.5,36.609062,28.3103,1.9642,75.8193,584
44,164,133.5,10.5,36.68655,28.0518,1.8485,76.9422,585
45,164,136.5,10.5,36.78466,27.7941,1.513,75.9883,586
46,164,139.5,10.5,36.89846,27.486,0.5721,68.9131,587
47,164,142.5,10.5,37.10598,27.0454,0.4027,50.4952,588
48,164,145.5,10.5,37.391068,26.5505,0.4563,72.2735,589
49,164,148.5,10.5,37.692505,26.0545,0.3145,75.3631,590
50,164,151.5,10.5,37.851925,25.7858,0.1816,77.9683,591
51,164,154.5,10.5,37.980785,25.5771,0.068,78.8766,592
52,164,157.5,10.5,NA,NA,0,NA,593
53,164,160.5,10.5,NA,NA,0,NA,594
54,164,163.5,10.5,NA,NA,0,NA,595
55,164,166.5,10.5,NA,NA,0,NA,596
56,164,169.5,10.5,37.939491,25.4322,0.6183,77.0438,597
57,164,172.5,10.5,37.779694,25.6417,1.8706,78.6645,598
58,164,175.5,10.5,37.752045,25.6702,2.0143,74.5074,599
59,164,178.5,10.5,37.650528,25.8025,2.0693,77.4754,600
60,164,181.5,10.5,37.612427,25.8464,2.0761,77.1115,601
61,164,184.5,10.5,37.601433,25.8529,2.0657,74.3255,602
62,164,187.5,10.5,37.496151,25.9939,2.0453,78.4254,603
63,164,190.5,10.5,37.48708,26.0012,2.0328,81.3373,604
64,164,193.5,10.5,NA,NA,0,NA,605
65,164,196.5,10.5,NA,NA,0,NA,606
66,164,199.5,10.5,37.144924,26.461,0.1195,48.8678,607
67,164,202.5,10.5,37.120136,26.5079,0.1064,49.997,608
68,164,205.5,10.5,37.138542,26.5006,0.1397,51.5467,609
69,164,208.5,10.5,37.186783,26.4493,0.1639,71.3971,610
70,164,211.5,10.5,36.738682,27.163,1.5045,68.9781,611
71,164,214.5,10.5,36.606747,27.4033,1.8895,72.4628,612
72,164,217.5,10.5,36.418396,27.7343,2.0555,82.5488,613
73,164,220.5,10.5,36.31892,27.9378,2.1065,83.234,614
74,164,223.5,10.5,36.295658,28.0314,2.0975,81.4858,615
75,164,226.5,10.5,36.419724,27.9048,2.0423,73.5442,616
76,164,229.5,10.5,36.494133,27.8613,1.9245,72.6765,617
77,164,232.5,10.5,36.560299,27.8377,1.6637,71.6266,618
78,164,235.5,10.5,36.622704,27.8272,1.0481,74.2229,619
79,164,238.5,10.5,36.61861,27.9321,0.8784,74.7584,620
80,164,241.5,10.5,36.570267,28.0983,1.4219,73.7002,621
81,164,244.5,10.5,36.472336,28.3487,1.4891,72.508,622
82,164,247.5,10.5,36.326008,28.6648,1.7468,73.6225,623
83,164,250.5,10.5,36.123501,29.0762,1.9044,76.315,624
84,164,253.5,10.5,35.942665,29.4819,1.9055,75.6621,625
85,164,256.5,10.5,35.756123,29.9448,1.7474,73.4904,626
86,164,259.5,10.5,35.558765,30.4565,1.4705,45.7092,627
87,164,262.5,10.5,35.395672,30.8441,1.1377,36.0268,628
88,164,265.5,10.5,35.280247,31.214,1.1464,39.7769,629
89,164,268.5,10.5,35.20763,31.5824,0.762,62.0368,630
90,164,271.5,10.5,35.143883,31.8516,0.519,63.1305,631
91,164,274.5,10.5,34.962429,32.0287,1.8814,62.2088,632
92,164,277.5,10.5,34.893185,32.2736,1.911,63.5859,633
93,164,280.5,10.5,34.831631,32.4713,1.89,64.767,634
94,164,283.5,10.5,34.776371,32.6227,1.8168,64.825,635
95,164,286.5,10.5,34.70512,32.8007,1.7723,64.5663,636
96,164,289.5,10.5,34.616936,32.9894,1.7285,64.4435,637
97,164,292.5,10.5,34.485809,33.1835,1.6793,49.5207,638
98,164,295.5,10.5,34.348625,33.3581,1.6455,38.9881,639
99,164,298.5,10.5,34.229862,33.5268,1.5962,41.8614,640
100,164,301.5,10.5,34.127495,33.6212,1.544,36.2695,641
101,164,304.5,10.5,34.073479,33.6447,1.4939,34.8903,642
102,164,307.5,10.5,34.066051,33.6103,1.4419,35.3038,643
103,164,310.5,10.5,NA,NA,0,NA,644
104,164,313.5,10.5,NA,NA,0,NA,645
105,164,316.5,10.5,NA,NA,0,NA,646
106,164,319.5,10.5,NA,NA,0,NA,647
107,164,322.5,10.5,34.491692,32.3066,1.0437,67.0413,648
108,164,325.5,10.5,34.486477,32.3131,0.9065,67.5752,649
109,164,328.5,10.5,NA,NA,0,NA,650
110,164,331.5,10.5,NA,NA,0,NA,651
111,164,334.5,10.5,NA,NA,0,NA,652
112,164,337.5,10.5,34.135269,32.9266,0.6173,68.7825,653
113,164,340.5,10.5,33.98143,33.2128,1.6121,65.0126,654
114,164,343.5,10.5,33.820011,33.5275,1.5553,39.2583,655
115,164,346.5,10.5,33.727009,33.7193,1.216,36.5237,656
116,164,349.5,10.5,33.679287,33.8266,1.191,35.6589,657
117,164,352.5,10.5,33.659225,33.8829,1.2458,37.3094,658
118,164,355.5,10.5,33.626488,33.9635,1.3696,38.5085,659
119,164,358.5,10.5,33.569923,34.0853,1.6034,35.6117,660
120,164,361.5,10.5,33.523804,34.1816,1.5335,33.8577,661
121,164,364.5,10.5,33.49733,34.2267,1.2566,32.9284,662
122,164,367.5,10.5,33.492126,34.2175,0.9814,33.19,663
123,164,370.5,10.5,33.498417,34.1825,0.6541,33.2988,664
124,164,373.5,10.5,33.543354,33.996,1.5824,34.3763,665
125,164,376.5,10.5,33.573368,33.8856,1.7427,35.3216,666
126,164,379.5,10.5,33.611393,33.7639,1.8269,36.604,667
127,164,382.5,10.5,33.66964,33.6044,1.8215,37.1372,668
128,164,385.5,10.5,33.768806,33.366,1.3101,37.7873,669
129,164,388.5,10.5,33.91497,33.0689,1.153,39.4903,670
130,164,391.5,10.5,34.119576,32.732,1.6731,46.6886,671
131,164,394.5,10.5,34.313171,32.3881,1.9314,66.4003,672
132,164,397.5,10.5,34.421494,32.2053,1.9663,67.8931,673
133,164,400.5,10.5,34.53236,31.9283,1.4187,68.2529,674
134,164,403.5,10.5,34.615917,31.7249,1.4012,68.165,675
135,164,406.5,10.5,34.65213,31.6512,1.63,68.1816,676
136,164,409.5,10.5,34.672337,31.6097,1.7412,67.8842,677
137,164,412.5,10.5,34.701,31.5419,1.6494,67.5895,678
138,164,415.5,10.5,34.712818,31.51,1.5947,67.5858,679
139,164,418.5,10.5,34.700951,31.5288,1.6221,66.4378,680
140,164,421.5,10.5,34.655811,31.6069,1.7974,65.5189,681
141,164,424.5,10.5,34.632343,31.6181,1.7883,63.9533,682
142,164,427.5,10.5,34.694626,31.4347,1.2068,52.5069,683
143,164,430.5,10.5,34.771103,31.222,0.7667,47.6689,684
144,164,433.5,10.5,34.832108,31.0546,0.4203,39.8008,685
145,164,436.5,10.5,35.003754,30.5981,0.7008,42.7853,686
146,164,439.5,10.5,35.144451,30.2909,0.6588,42.8943,687
147,164,442.5,10.5,35.277351,30.0371,0.7046,43.6794,688
148,164,445.5,10.5,35.417439,29.8159,0.9029,64.2018,689
149,164,448.5,10.5,35.497505,29.7146,1.0518,65.0506,690
150,164,451.5,10.5,35.550377,29.6547,1.0488,65.8737,691
151,164,454.5,10.5,35.588375,29.5982,0.8317,65.3726,692
152,164,457.5,10.5,35.508904,29.759,1.4056,61.4523,693
153,164,460.5,10.5,35.550617,29.7315,1.4598,49.7013,694
154,164,463.5,10.5,35.618568,29.6556,1.5305,43.1917,695
155,164,466.5,10.5,35.752434,29.4637,1.6373,46.1067,696
156,164,469.5,10.5,35.980816,29.1027,1.7704,55.7282,697
157,164,472.5,10.5,36.289768,28.6038,1.8399,65.7212,698
158,164,475.5,10.5,36.624565,28.0592,1.7327,69.3816,699
159,164,478.5,10.5,36.905201,27.6144,0.5058,73.2233,700
160,164,481.5,10.5,NA,NA,0,NA,701
161,164,484.5,10.5,NA,NA,0,NA,702
162,164,487.5,10.5,NA,NA,0,NA,703
163,164,490.5,10.5,NA,NA,0,NA,704
164,164,493.5,10.5,NA,NA,0,NA,705
165,164,496.5,10.5,36.71175,27.2737,0.0212,43.1452,706
166,164,499.5,10.5,36.681953,27.3322,0.0468,41.7555,707
167,164,502.5,10.5,36.529358,27.5348,0.1781,38.4791,708
168,164,505.5,10.5,36.453671,27.6885,0.3672,40.7655,709
169,164,508.5,10.5,36.363415,27.8637,0.5695,57.2054,710
170,164,511.5,10.5,36.268806,27.9901,0.816,36.3116,711
171,164,514.5,10.5,36.209461,28.1022,0.9693,42.0607,712
172,164,517.5,10.5,36.174366,28.2071,1.0602,36.5852,713
173,164,520.5,10.5,36.117332,28.3042,1.083,42.3346,714
174,164,523.5,10.5,36.053799,28.3453,1.0538,33.8424,715
175,164,526.5,10.5,36.040356,28.1368,1.1454,37.5466,716
176,164,529.5,10.5,36.074699,27.9791,1.3378,36.2594,717
177,164,532.5,10.5,36.115662,27.817,1.44,35.2862,718
178,164,535.5,10.5,36.171959,27.6147,1.5485,52.9117,719
179,164,538.5,10.5,36.218948,27.3465,1.8552,42.7641,720
0,163,1.5,13.5,NA,NA,0,NA,721
1,163,4.5,13.5,NA,NA,0,NA,722
2,163,7.5,13.5,38.033115,24.0895,0.1942,40.5883,723
3,163,10.5,13.5,38.064438,24.1708,0.6477,39.8406,724
4,163,13.5,13.5,38.018326,24.5258,0.8722,62.677,725
5,163,16.5,13.5,37.940601,24.8275,1.3183,63.7229,726
6,163,19.5,13.5,37.813095,24.9834,1.9615,60.2527,727
7,163,22.5,13.5,37.705914,25.1231,2.1368,36.3341,728
8,163,25.5,13.5,37.62965,25.2325,2.1682,34.7876,729
9,163,28.5,13.5,37.58366,25.2907,2.1356,35.5556,730
10,163,31.5,13.5,37.565098,25.2979,2.0343,36.1572,731
11,163,34.5,13.5,37.56321,25.279,1.793,35.2342,732
12,163,37.5,13.5,37.590336,25.2429,1.5917,35.0518,733
13,163,40.5,13.5,37.658173,25.2248,1.496,37.9132,734
14,163,43.5,13.5,37.782093,25.252,1.4796,68.1286,735
15,163,46.5,13.5,37.849812,25.2585,1.5008,69.7742,736
16,163,49.5,13.5,37.891136,25.2736,1.5399,69.9188,737
17,163,52.5,13.5,37.920437,25.3022,1.587,70.2004,738
18,163,55.5,13.5,37.940437,25.3465,1.6362,70.465,739
19,163,58.5,13.5,37.949741,25.4103,1.6835,70.8512,740
20,163,61.5,13.5,37.943798,25.5007,1.723,70.7458,741
21,163,64.5,13.5,37.920403,25.6205,1.7539,70.813,742
22,163,67.5,13.5,37.875423,25.7716,1.7761,70.7065,743
23,163,70.5,13.5,37.807777,25.949,1.7983,70.4209,744
24,163,73.5,13.5,37.716621,26.1454,1.8328,70.601,745
25,163,76.5,13.5,37.602341,26.3556,1.8972,66.2871,746
26,163,79.5,13.5,37.489925,26.5099,1.9437,65.8637,747
27,163,82.5,13.5,37.366142,26.6306,1.9256,62.7712,748
28,163,85.5,13.5,37.272549,26.7114,1.86,41.3489,749
29,163,88.5,13.5,37.189629,26.8336,1.7598,39.3232,750
30,163,91.5,13.5,37.112633,26.9808,1.6209,39.0544,751
31,163,94.5,13.5,37.040722,27.1388,1.5523,37.8238,752
32,163,97.5,13.5,36.971298,27.3059,1.547,38.8003,753
33,163,100.5,13.5,36.89389,27.5012,1.5978,46.3291,754
34,163,103.5,13.5,36.808514,27.6994,1.6346,66.5184,755
35,163,106.5,13.5,36.706921,27.953,1.661,39.4966,756
36,163,109.5,13.5,36.613457,28.162,1.6835,37.8902,757
37,163,112.5,13.5,36.532848,28.322,1.7183,37.8348,758
38,163,115.5,13.5,36.477226,28.4101,1.7645,39.8335,759
39,163,118.5,13.5,36.397938,28.626,1.8133,39.1968,760
40,163,121.5,13.5,36.372913,28.7877,1.8609,44.1789,761
41,163,124.5,13.5,36.395981,28.874,1.9097,65.9984,762
42,163,127.5,13.5,36.439854,28.8173,1.951,69.6222,763
43,163,130.5,13.5,36.53281,28.4225,1.9504,76.0118,764
44,163,133.5,13.5,36.610378,28.1867,1.78,77.3653,765
45,163,136.5,13.5,36.709766,27.9594,1.0248,78.9486,766
46,163,139.5,13.5,NA,NA,0,NA,767
47,163,142.5,13.5,37.10276,26.9956,0.155,45.7159,768
48,163,145.5,13.5,37.24617,26.7403,0.3223,46.0982,769
49,163,148.5,13.5,37.444283,26.3993,0.319,51.8764,770
50,163,151.5,13.5,37.682194,26.0171,0.1917,72.805,771
51,163,154.5,13.5,37.838226,25.7569,0.0804,75.7815,772
52,163,157.5,13.5,37.942852,25.5632,0.0464,76.9957,773
53,163,160.5,13.5,38.019855,25.4172,0.1533,77.3102,774
54,163,163.5,13.5,38.078175,25.3056,0.3141,78.0571,775
55,163,166.5,13.5,37.978611,25.4188,0.6374,76.7653,776
56,163,169.5,13.5,37.868481,25.5501,1.2848,76.9989,777
57,163,172.5,13.5,37.756733,25.6921,1.7756,76.7012,778
58,163,175.5,13.5,37.73344,25.7132,1.973,75.1924,779
59,163,178.5,13.5,37.634529,25.8408,2.0346,76.1814,780
60,163,181.5,13.5,37.627281,25.8401,2.0341,73.7533,781
61,163,184.5,13.5,37.555889,25.9308,1.9896,74.226,782
62,163,187.5,13.5,37.435993,26.0927,1.9098,78.6218,783
63,163,190.5,13.5,37.416492,26.1156,1.8199,81.3579,784
64,163,193.5,13.5,NA,NA,0,NA,785
65,163,196.5,13.5,NA,NA,0,NA,786
66,163,199.5,13.5,NA,NA,0,NA,787
67,163,202.5,13.5,NA,NA,0,NA,788
68,163,205.5,13.5,NA,NA,0,NA,789
69,163,208.5,13.5,36.766109,27.1013,0.4542,70.0075,790
70,163,211.5,13.5,36.617725,27.3755,1.5885,72.4756,791
71,163,214.5,13.5,36.447407,27.6747,1.9205,81.4542,792
72,163,217.5,13.5,36.329731,27.901,2.0619,82.9535,793
73,163,220.5,13.5,36.249729,28.0777,2.0965,83.4963,794
74,163,223.5,13.5,36.218231,28.1874,2.075,82.1449,795
75,163,226.5,13.5,36.308479,28.1159,2.0146,74.5785,796
76,163,229.5,13.5,36.376476,28.0859,1.908,72.5125,797
77,163,232.5,13.5,36.430283,28.0851,1.7276,71.8359,798
78,163,235.5,13.5,36.461899,28.1248,1.4634,73.1072,799
79,163,238.5,13.5,36.4548,28.2303,1.3268,72.3474,800
80,163,241.5,13.5,36.399414,28.4247,1.5323,71.9824,801
81,163,244.5,13.5,36.281647,28.7503,1.5936,72.9429,802
82,163,247.5,13.5,36.113503,29.1022,1.7062,76.5872,803
83,163,250.5,13.5,35.968693,29.4208,1.7578,76.3566,804
84,163,253.5,13.5,35.826553,29.7841,1.6804,75.5063,805
85,163,256.5,13.5,35.671421,30.2663,1.5194,68.2944,806
86,163,259.5,13.5,35.528938,30.6345,1.3285,65.0424,807
87,163,262.5,13.5,35.38768,30.947,0.8052,60.6428,808
88,163,265.5,13.5,35.296459,31.2815,0.5049,61.5721,809
89,163,268.5,13.5,35.097473,31.5905,1.8784,62.5541,810
90,163,271.5,13.5,35.01358,31.8656,1.8666,62.4683,811
91,163,274.5,13.5,34.947819,32.1066,1.8057,63.7378,812
92,163,277.5,13.5,34.895706,32.2774,1.7672,63.6869,813
93,163,280.5,13.5,34.837524,32.4437,1.7426,64.9442,814
94,163,283.5,13.5,34.774273,32.6057,1.7059,64.9904,815
95,163,286.5,13.5,34.701321,32.7801,1.6715,64.8303,816
96,163,289.5,13.5,34.616631,32.9682,1.6405,65.307,817
97,163,292.5,13.5,34.509605,33.1655,1.6149,65.2639,818
98,163,295.5,13.5,34.363678,33.3451,1.5957,55.3176,819
99,163,298.5,13.5,34.220104,33.4928,1.5495,38.1421,820
100,163,301.5,13.5,34.11993,33.5758,1.4961,33.1176,821
101,163,304.5,13.5,34.080956,33.5659,1.435,34.1082,822
102,163,307.5,13.5,34.101307,33.5004,1.3161,38.5078,823
103,163,310.5,13.5,NA,NA,0,NA,824
104,163,313.5,13.5,NA,NA,0,NA,825
105,163,316.5,13.5,NA,NA,0,NA,826
106,163,319.5,13.5,NA,NA,0,NA,827
107,163,322.5,13.5,34.260063,32.749,1.1126,64.1253,828
108,163,325.5,13.5,34.243855,32.7766,1.0405,65.0006,829
109,163,328.5,13.5,34.233036,32.7987,0.3353,66.6078,830
110,163,331.5,13.5,34.145912,32.9339,0.9848,68.5907,831
111,163,334.5,13.5,34.120167,32.9827,1.1402,67.9745,832
112,163,337.5,13.5,33.974453,33.2551,1.4801,64.6147,833
113,163,340.5,13.5,33.812893,33.5658,1.6095,37.79,834
114,163,343.5,13.5,33.702671,33.7864,1.5618,34.6588,835
115,163,346.5,13.5,33.63319,33.9345,1.4191,33.0083,836
116,163,349.5,13.5,33.590782,34.0334,1.3626,33.495,837
117,163,352.5,13.5,33.561546,34.109,1.3657,33.1745,838
118,163,355.5,13.5,33.535458,34.1772,1.423,33.2244,839
119,163,358.5,13.5,33.506039,34.246,1.4987,33.2194,840
120,163,361.5,13.5,33.482151,34.2972,1.4386,32.2549,841
121,163,364.5,13.5,33.468891,34.3106,1.2101,31.8672,842
122,163,367.5,13.5,33.470284,34.2839,0.9732,31.6501,843
123,163,370.5,13.5,33.480114,34.2373,0.62,31.5081,844
124,163,373.5,13.5,33.538437,34.0118,1.586,33.2149,845
125,163,376.5,13.5,33.568104,33.9012,1.6747,33.656,846
126,163,379.5,13.5,33.601685,33.7915,1.7387,34.5876,847
127,163,382.5,13.5,33.651253,33.6538,1.8844,36.4278,848
128,163,385.5,13.5,33.762115,33.386,0.8589,38.02,849
129,163,388.5,13.5,33.910088,33.0955,0.5322,39.1484,850
130,163,391.5,13.5,34.090664,32.8705,1.6735,46.7086,851
131,163,394.5,13.5,34.259636,32.552,1.9571,64.1887,852
132,163,397.5,13.5,34.34013,32.4722,2.1161,66.8822,853
133,163,400.5,13.5,34.493786,32.0409,0.8559,67.0948,854
134,163,403.5,13.5,34.577385,31.8183,0.9425,66.9768,855
135,163,406.5,13.5,34.57193,31.8494,1.4825,67.3845,856
136,163,409.5,13.5,34.583611,31.8282,1.6502,67.2921,857
137,163,412.5,13.5,34.617634,31.7318,1.3544,66.6024,858
138,163,415.5,13.5,34.617878,31.7122,1.2259,65.754,859
139,163,418.5,13.5,34.585709,31.7683,1.2134,65.1629,860
140,163,421.5,13.5,34.493626,31.9432,1.6185,61.8765,861
