X (Grid)	Y (Grid)	X (m)	Y (m)	Data
0	167	1.5	1.5	-999
1	167	4.5	1.5	38.055672
2	167	7.5	1.5	37.864307
3	167	10.5	1.5	37.761482
4	167	13.5	1.5	37.73032
5	167	16.5	1.5	37.733276
6	167	19.5	1.5	37.711815
7	167	22.5	1.5	37.663925
8	167	25.5	1.5	37.603893
9	167	28.5	1.5	37.560722
10	167	31.5	1.5	37.543808
11	167	34.5	1.5	37.550816
12	167	37.5	1.5	37.588669
13	167	40.5	1.5	37.652103
14	167	43.5	1.5	37.716396
15	167	46.5	1.5	37.770432
16	167	49.5	1.5	37.823093
17	167	52.5	1.5	37.860905
18	167	55.5	1.5	37.888351
19	167	58.5	1.5	37.90604
20	167	61.5	1.5	37.914543
21	167	64.5	1.5	37.913494
22	167	67.5	1.5	37.901573
23	167	70.5	1.5	37.877426
24	167	73.5	1.5	37.839848
25	167	76.5	1.5	37.784061
26	167	79.5	1.5	37.726063
27	167	82.5	1.5	37.659172
28	167	85.5	1.5	37.584503
29	167	88.5	1.5	37.510448
30	167	91.5	1.5	37.440739
31	167	94.5	1.5	37.39352
32	167	97.5	1.5	37.343719
33	167	100.5	1.5	37.295078
34	167	103.5	1.5	37.238262
35	167	106.5	1.5	37.1698
36	167	109.5	1.5	37.091614
37	167	112.5	1.5	37.010796
38	167	115.5	1.5	36.937962
39	167	118.5	1.5	36.878155
40	167	121.5	1.5	36.829666
41	167	124.5	1.5	36.781578
42	167	127.5	1.5	36.795998
43	167	130.5	1.5	36.922108
44	167	133.5	1.5	37.001614
45	167	136.5	1.5	37.07896
46	167	139.5	1.5	37.161457
47	167	142.5	1.5	37.259483
48	167	145.5	1.5	37.382881
49	167	148.5	1.5	-999
50	167	151.5	1.5	-999
51	167	154.5	1.5	-999
52	167	157.5	1.5	-999
53	167	160.5	1.5	-999
54	167	163.5	1.5	-999
55	167	166.5	1.5	-999
56	167	169.5	1.5	-999
57	167	172.5	1.5	37.543743
58	167	175.5	1.5	37.592285
59	167	178.5	1.5	37.641762
60	167	181.5	1.5	37.603718
61	167	184.5	1.5	37.598339
62	167	187.5	1.5	37.591751
63	167	190.5	1.5	37.501484
64	167	193.5	1.5	37.430355
65	167	196.5	1.5	37.373989
66	167	199.5	1.5	37.35783
67	167	202.5	1.5	-999
68	167	205.5	1.5	-999
69	167	208.5	1.5	-999
70	167	211.5	1.5	36.942551
71	167	214.5	1.5	36.845387
72	167	217.5	1.5	36.732555
73	167	220.5	1.5	36.629585
74	167	223.5	1.5	36.604885
75	167	226.5	1.5	36.620163
76	167	229.5	1.5	36.660728
77	167	232.5	1.5	36.742062
78	167	235.5	1.5	-999
79	167	238.5	1.5	-999
80	167	241.5	1.5	-999
81	167	244.5	1.5	-999
82	167	247.5	1.5	-999
83	167	250.5	1.5	36.294708
84	167	253.5	1.5	36.163841
85	167	256.5	1.5	35.998562
86	167	259.5	1.5	35.872936
87	167	262.5	1.5	-999
88	167	265.5	1.5	-999
89	167	268.5	1.5	35.362431
90	167	271.5	1.5	35.22176
91	167	274.5	1.5	35.117676
92	167	277.5	1.5	35.036964
93	167	280.5	1.5	34.988346
94	167	283.5	1.5	34.930382
95	167	286.5	1.5	34.875278
96	167	289.5	1.5	34.645741
97	167	292.5	1.5	34.53849
98	167	295.5	1.5	34.435715
99	167	298.5	1.5	34.339317
100	167	301.5	1.5	34.250927
101	167	304.5	1.5	34.192902
102	167	307.5	1.5	34.178631
103	167	310.5	1.5	34.225449
104	167	313.5	1.5	34.296726
105	167	316.5	1.5	34.380482
106	167	319.5	1.5	34.484062
107	167	322.5	1.5	34.371056
108	167	325.5	1.5	34.449802
109	167	328.5	1.5	-999
110	167	331.5	1.5	-999
111	167	334.5	1.5	-999
112	167	337.5	1.5	34.199245
113	167	340.5	1.5	34.179119
114	167	343.5	1.5	34.202816
115	167	346.5	1.5	-999
116	167	349.5	1.5	-999
117	167	352.5	1.5	-999
118	167	355.5	1.5	-999
119	167	358.5	1.5	33.841579
120	167	361.5	1.5	33.818687
121	167	364.5	1.5	-999
122	167	367.5	1.5	-999
123	167	370.5	1.5	-999
124	167	373.5	1.5	-999
125	167	376.5	1.5	33.765369
126	167	379.5	1.5	33.75526
127	167	382.5	1.5	33.776215
128	167	385.5	1.5	33.836388
129	167	388.5	1.5	33.940414
130	167	391.5	1.5	34.080677
131	167	394.5	1.5	34.218395
132	167	397.5	1.5	34.3326
133	167	400.5	1.5	34.425602
134	167	403.5	1.5	34.503197
135	167	406.5	1.5	34.568565
136	167	409.5	1.5	34.619987
137	167	412.5	1.5	34.659546
138	167	415.5	1.5	34.692158
139	167	418.5	1.5	34.718792
140	167	421.5	1.5	34.741924
141	167	424.5	1.5	34.768093
142	167	427.5	1.5	34.806042
143	167	430.5	1.5	34.855869
144	167	433.5	1.5	34.913563
145	167	436.5	1.5	34.968502
146	167	439.5	1.5	35.114471
147	167	442.5	1.5	35.239147
148	167	445.5	1.5	35.355942
149	167	448.5	1.5	35.456261
150	167	451.5	1.5	35.537941
151	167	454.5	1.5	35.60326
152	167	457.5	1.5	35.657406
153	167	460.5	1.5	35.692043
154	167	463.5	1.5	35.692413
155	167	466.5	1.5	35.864872
156	167	469.5	1.5	36.026558
157	167	472.5	1.5	36.229584
158	167	475.5	1.5	36.41309
159	167	478.5	1.5	36.310101
160	167	481.5	1.5	36.264671
161	167	484.5	1.5	-999
162	167	487.5	1.5	-999
163	167	490.5	1.5	-999
164	167	493.5	1.5	-999
165	167	496.5	1.5	-999
166	167	499.5	1.5	-999
167	167	502.5	1.5	-999
168	167	505.5	1.5	-999
169	167	508.5	1.5	-999
170	167	511.5	1.5	36.429802
171	167	514.5	1.5	36.331905
172	167	517.5	1.5	36.216347
173	167	520.5	1.5	36.101269
174	167	523.5	1.5	36.031811
175	167	526.5	1.5	36.005573
176	167	529.5	1.5	36.02581
177	167	532.5	1.5	36.073559
178	167	535.5	1.5	36.135433
179	167	538.5	1.5	36.196831
0	166	1.5	4.5	-999
1	166	4.5	4.5	-999
2	166	7.5	4.5	37.724674
3	166	10.5	4.5	37.700138
4	166	13.5	4.5	37.712986
5	166	16.5	4.5	37.70789
6	166	19.5	4.5	37.686882
7	166	22.5	4.5	37.617527
8	166	25.5	4.5	37.524387
9	166	28.5	4.5	37.466831
10	166	31.5	4.5	37.445526
11	166	34.5	4.5	37.458187
12	166	37.5	4.5	37.520264
13	166	40.5	4.5	37.623337
14	166	43.5	4.5	37.709694
15	166	46.5	4.5	37.772747
16	166	49.5	4.5	37.821007
17	166	52.5	4.5	37.857124
18	166	55.5	4.5	37.882599
19	166	58.5	4.5	37.897976
20	166	61.5	4.5	37.903175
21	166	64.5	4.5	37.897694
22	166	67.5	4.5	37.880257
23	166	70.5	4.5	37.848461
24	166	73.5	4.5	37.802444
25	166	76.5	4.5	37.742577
26	166	79.5	4.5	37.672688
27	166	82.5	4.5	37.591892
28	166	85.5	4.5	37.504063
29	166	88.5	4.5	37.418839
30	166	91.5	4.5	37.334061
31	166	94.5	4.5	37.259277
32	166	97.5	4.5	37.215755
33	166	100.5	4.5	37.181713
34	166	103.5	4.5	37.128231
35	166	106.5	4.5	37.053986
36	166	109.5	4.5	36.966553
37	166	112.5	4.5	36.875103
38	166	115.5	4.5	36.80238
39	166	118.5	4.5	36.749084
40	166	121.5	4.5	36.710609
41	166	124.5	4.5	36.682777
42	166	127.5	4.5	36.708046
43	166	130.5	4.5	36.837597
44	166	133.5	4.5	36.925781
45	166	136.5	4.5	37.027214
46	166	139.5	4.5	37.131268
47	166	142.5	4.5	37.256393
48	166	145.5	4.5	37.400696
49	166	148.5	4.5	-999
50	166	151.5	4.5	-999
51	166	154.5	4.5	-999
52	166	157.5	4.5	-999
53	166	160.5	4.5	-999
54	166	163.5	4.5	-999
55	166	166.5	4.5	-999
56	166	169.5	4.5	-999
57	166	172.5	4.5	37.616585
58	166	175.5	4.5	37.652843
59	166	178.5	4.5	37.671482
60	166	181.5	4.5	37.618488
61	166	184.5	4.5	37.637493
62	166	187.5	4.5	37.587173
63	166	190.5	4.5	37.481411
64	166	193.5	4.5	37.392563
65	166	196.5	4.5	37.321411
66	166	199.5	4.5	37.281036
67	166	202.5	4.5	37.292976
68	166	205.5	4.5	37.343628
69	166	208.5	4.5	37.334152
70	166	211.5	4.5	37.288452
71	166	214.5	4.5	36.850651
72	166	217.5	4.5	36.687271
73	166	220.5	4.5	36.52026
74	166	223.5	4.5	36.54528
75	166	226.5	4.5	36.601753
76	166	229.5	4.5	36.66782
77	166	232.5	4.5	36.769222
78	166	235.5	4.5	-999
79	166	238.5	4.5	-999
80	166	241.5	4.5	-999
81	166	244.5	4.5	-999
82	166	247.5	4.5	36.575809
83	166	250.5	4.5	36.383064
84	166	253.5	4.5	36.175125
85	166	256.5	4.5	35.920746
86	166	259.5	4.5	35.698269
87	166	262.5	4.5	35.498756
88	166	265.5	4.5	35.368687
89	166	268.5	4.5	35.293537
90	166	271.5	4.5	35.162861
91	166	274.5	4.5	35.05854
92	166	277.5	4.5	34.99192
93	166	280.5	4.5	34.948357
94	166	283.5	4.5	34.783104
95	166	286.5	4.5	34.700054
96	166	289.5	4.5	34.602577
97	166	292.5	4.5	34.486618
98	166	295.5	4.5	34.366058
99	166	298.5	4.5	34.259727
100	166	301.5	4.5	34.172604
101	166	304.5	4.5	34.11771
102	166	307.5	4.5	34.116802
103	166	310.5	4.5	34.224506
104	166	313.5	4.5	34.335323
105	166	316.5	4.5	-999
106	166	319.5	4.5	34.690491
107	166	322.5	4.5	34.722858
108	166	325.5	4.5	34.527908
109	166	328.5	4.5	-999
110	166	331.5	4.5	-999
111	166	334.5	4.5	-999
112	166	337.5	4.5	-999
113	166	340.5	4.5	34.219604
114	166	343.5	4.5	34.216751
115	166	346.5	4.5	-999
116	166	349.5	4.5	-999
117	166	352.5	4.5	-999
118	166	355.5	4.5	-999
119	166	358.5	4.5	33.814873
120	166	361.5	4.5	33.721748
121	166	364.5	4.5	33.598904
122	166	367.5	4.5	33.568863
123	166	370.5	4.5	33.626213
124	166	373.5	4.5	33.69809
125	166	376.5	4.5	33.737812
126	166	379.5	4.5	33.726795
127	166	382.5	4.5	33.75177
128	166	385.5	4.5	33.831936
129	166	388.5	4.5	33.976692
130	166	391.5	4.5	34.17178
131	166	394.5	4.5	34.340046
132	166	397.5	4.5	34.462673
133	166	400.5	4.5	34.559898
134	166	403.5	4.5	34.639725
135	166	406.5	4.5	34.705132
136	166	409.5	4.5	34.749668
137	166	412.5	4.5	34.780392
138	166	415.5	4.5	34.805744
139	166	418.5	4.5	34.823895
140	166	421.5	4.5	34.833347
141	166	424.5	4.5	34.847454
142	166	427.5	4.5	34.881474
143	166	430.5	4.5	34.928761
144	166	433.5	4.5	34.982117
145	166	436.5	4.5	35.042164
146	166	439.5	4.5	35.194546
147	166	442.5	4.5	35.341724
148	166	445.5	4.5	35.470913
149	166	448.5	4.5	35.573647
150	166	451.5	4.5	35.651573
151	166	454.5	4.5	35.71455
152	166	457.5	4.5	35.772995
153	166	460.5	4.5	35.797424
154	166	463.5	4.5	35.777309
155	166	466.5	4.5	35.911037
156	166	469.5	4.5	36.105423
157	166	472.5	4.5	36.357941
158	166	475.5	4.5	36.654957
159	166	478.5	4.5	-999
160	166	481.5	4.5	-999
161	166	484.5	4.5	-999
162	166	487.5	4.5	-999
163	166	490.5	4.5	-999
164	166	493.5	4.5	-999
165	166	496.5	4.5	-999
166	166	499.5	4.5	-999
167	166	502.5	4.5	-999
168	166	505.5	4.5	36.945511
169	166	508.5	4.5	36.767254
170	166	511.5	4.5	36.549904
171	166	514.5	4.5	36.366081
172	166	517.5	4.5	36.21188
173	166	520.5	4.5	36.091656
174	166	523.5	4.5	36.019981
175	166	526.5	4.5	35.971401
176	166	529.5	4.5	36.052479
177	166	532.5	4.5	36.093102
178	166	535.5	4.5	36.150082
179	166	538.5	4.5	36.212799
0	165	1.5	7.5	-999
1	165	4.5	7.5	-999
2	165	7.5	7.5	-999
3	165	10.5	7.5	37.712498
4	165	13.5	7.5	37.780586
5	165	16.5	7.5	37.779182
6	165	19.5	7.5	37.708611
7	165	22.5	7.5	37.605671
8	165	25.5	7.5	37.521774
9	165	28.5	7.5	37.470844
10	165	31.5	7.5	37.450138
11	165	34.5	7.5	37.458939
12	165	37.5	7.5	37.502094
13	165	40.5	7.5	37.602592
14	165	43.5	7.5	37.715504
15	165	46.5	7.5	37.788029
16	165	49.5	7.5	37.838299
17	165	52.5	7.5	37.873535
18	165	55.5	7.5	37.897205
19	165	58.5	7.5	37.910683
20	165	61.5	7.5	37.91309
21	165	64.5	7.5	37.903004
22	165	67.5	7.5	37.878307
23	165	70.5	7.5	37.837429
24	165	73.5	7.5	37.780823
25	165	76.5	7.5	37.708836
26	165	79.5	7.5	37.619671
27	165	82.5	7.5	37.516373
28	165	85.5	7.5	37.4189
29	165	88.5	7.5	37.321312
30	165	91.5	7.5	37.227791
31	165	94.5	7.5	37.140671
32	165	97.5	7.5	37.089092
33	165	100.5	7.5	37.056259
34	165	103.5	7.5	37.006626
35	165	106.5	7.5	36.920208
36	165	109.5	7.5	36.817017
37	165	112.5	7.5	36.703617
38	165	115.5	7.5	36.637196
39	165	118.5	7.5	36.600258
40	165	121.5	7.5	36.575909
41	165	124.5	7.5	36.581482
42	165	127.5	7.5	36.61253
43	165	130.5	7.5	36.693871
44	165	133.5	7.5	36.77874
45	165	136.5	7.5	36.924927
46	165	139.5	7.5	37.051041
47	165	142.5	7.5	37.209373
48	165	145.5	7.5	37.387245
49	165	148.5	7.5	-999
50	165	151.5	7.5	-999
51	165	154.5	7.5	-999
52	165	157.5	7.5	-999
53	165	160.5	7.5	-999
54	165	163.5	7.5	-999
55	165	166.5	7.5	-999
56	165	169.5	7.5	-999
57	165	172.5	7.5	37.718254
58	165	175.5	7.5	37.729599
59	165	178.5	7.5	37.652859
60	165	181.5	7.5	37.614265
61	165	184.5	7.5	37.625328
62	165	187.5	7.5	37.529755
63	165	190.5	7.5	37.464989
64	165	193.5	7.5	37.356373
65	165	196.5	7.5	37.273552
66	165	199.5	7.5	37.214909
67	165	202.5	7.5	37.203274
68	165	205.5	7.5	37.213501
69	165	208.5	7.5	37.248287
70	165	211.5	7.5	37.241047
71	165	214.5	7.5	36.752533
72	165	217.5	7.5	36.526825
73	165	220.5	7.5	36.406029
74	165	223.5	7.5	36.388279
75	165	226.5	7.5	36.514919
76	165	229.5	7.5	36.596462
77	165	232.5	7.5	36.69339
78	165	235.5	7.5	36.820629
79	165	238.5	7.5	-999
80	165	241.5	7.5	36.741486
81	165	244.5	7.5	36.650314
82	165	247.5	7.5	36.493202
83	165	250.5	7.5	36.2985
84	165	253.5	7.5	36.062885
85	165	256.5	7.5	35.834538
86	165	259.5	7.5	35.616856
87	165	262.5	7.5	35.444206
88	165	265.5	7.5	35.311337
89	165	268.5	7.5	35.242596
90	165	271.5	7.5	35.142998
91	165	274.5	7.5	35.074375
92	165	277.5	7.5	34.904327
93	165	280.5	7.5	34.831451
94	165	283.5	7.5	34.766567
95	165	286.5	7.5	34.693222
96	165	289.5	7.5	34.601337
97	165	292.5	7.5	34.469658
98	165	295.5	7.5	34.344822
99	165	298.5	7.5	34.230808
100	165	301.5	7.5	34.138683
101	165	304.5	7.5	34.082458
102	165	307.5	7.5	34.068787
103	165	310.5	7.5	-999
104	165	313.5	7.5	-999
105	165	316.5	7.5	-999
106	165	319.5	7.5	34.692814
107	165	322.5	7.5	34.652065
108	165	325.5	7.5	34.644428
109	165	328.5	7.5	-999
110	165	331.5	7.5	-999
111	165	334.5	7.5	-999
112	165	337.5	7.5	-999
113	165	340.5	7.5	34.108799
114	165	343.5	7.5	34.005989
115	165	346.5	7.5	33.88726
116	165	349.5	7.5	33.852329
117	165	352.5	7.5	33.903702
118	165	355.5	7.5	33.848019
119	165	358.5	7.5	33.707451
120	165	361.5	7.5	33.604923
121	165	364.5	7.5	33.546005
122	165	367.5	7.5	33.527058
123	165	370.5	7.5	33.521538
124	165	373.5	7.5	33.581963
125	165	376.5	7.5	33.612614
126	165	379.5	7.5	33.642406
127	165	382.5	7.5	33.695911
128	165	385.5	7.5	33.789635
129	165	388.5	7.5	33.936451
130	165	391.5	7.5	34.142849
131	165	394.5	7.5	34.343422
132	165	397.5	7.5	34.466679
133	165	400.5	7.5	34.567471
134	165	403.5	7.5	34.649456
135	165	406.5	7.5	34.705608
136	165	409.5	7.5	34.74049
137	165	412.5	7.5	34.76709
138	165	415.5	7.5	34.786503
139	165	418.5	7.5	34.792503
140	165	421.5	7.5	34.782185
141	165	424.5	7.5	34.782948
142	165	427.5	7.5	34.823368
143	165	430.5	7.5	34.872433
144	165	433.5	7.5	34.906746
145	165	436.5	7.5	34.981728
146	165	439.5	7.5	35.195629
147	165	442.5	7.5	35.348381
148	165	445.5	7.5	35.480228
149	165	448.5	7.5	35.574608
150	165	451.5	7.5	35.640995
151	165	454.5	7.5	35.696545
152	165	457.5	7.5	35.777428
153	165	460.5	7.5	35.658039
154	165	463.5	7.5	35.70858
155	165	466.5	7.5	35.845047
156	165	469.5	7.5	36.070728
157	165	472.5	7.5	36.357071
158	165	475.5	7.5	36.683636
159	165	478.5	7.5	-999
160	165	481.5	7.5	-999
161	165	484.5	7.5	-999
162	165	487.5	7.5	-999
163	165	490.5	7.5	-999
164	165	493.5	7.5	36.767483
165	165	496.5	7.5	36.727337
166	165	499.5	7.5	36.684872
167	165	502.5	7.5	36.661873
168	165	505.5	7.5	36.702572
169	165	508.5	7.5	36.639744
170	165	511.5	7.5	36.530701
171	165	514.5	7.5	36.226681
172	165	517.5	7.5	36.138054
173	165	520.5	7.5	36.07283
174	165	523.5	7.5	36.017586
175	165	526.5	7.5	36.007023
176	165	529.5	7.5	36.057812
177	165	532.5	7.5	36.093735
178	165	535.5	7.5	36.138779
179	165	538.5	7.5	36.237537
0	164	1.5	10.5	-999
1	164	4.5	10.5	-999
2	164	7.5	10.5	-999
3	164	10.5	10.5	-999
4	164	13.5	10.5	37.900837
5	164	16.5	10.5	37.858883
6	164	19.5	10.5	37.747604
7	164	22.5	10.5	37.640995
8	164	25.5	10.5	37.563644
9	164	28.5	10.5	37.516048
10	164	31.5	10.5	37.496616
11	164	34.5	10.5	37.501377
12	164	37.5	10.5	37.527626
13	164	40.5	10.5	37.603649
14	164	43.5	10.5	37.738499
15	164	46.5	10.5	37.814526
16	164	49.5	10.5	37.862122
17	164	52.5	10.5	37.896126
18	164	55.5	10.5	37.918571
19	164	58.5	10.5	37.930004
20	164	61.5	10.5	37.928928
21	164	64.5	10.5	37.913006
22	164	67.5	10.5	37.879955
23	164	70.5	10.5	37.827736
24	164	73.5	10.5	37.755184
25	164	76.5	10.5	37.662788
26	164	79.5	10.5	37.545856
27	164	82.5	10.5	37.436008
28	164	85.5	10.5	37.334076
29	164	88.5	10.5	37.233154
30	164	91.5	10.5	37.148746
31	164	94.5	10.5	37.073891
32	164	97.5	10.5	37.002388
33	164	100.5	10.5	36.945015
34	164	103.5	10.5	36.8857
35	164	106.5	10.5	36.773441
36	164	109.5	10.5	36.66275
37	164	112.5	10.5	36.587387
38	164	115.5	10.5	36.52652
39	164	118.5	10.5	36.453999
40	164	121.5	10.5	36.444405
41	164	124.5	10.5	36.481808
42	164	127.5	10.5	36.525204
43	164	130.5	10.5	36.609062
44	164	133.5	10.5	36.68655
45	164	136.5	10.5	36.78466
46	164	139.5	10.5	36.89846
47	164	142.5	10.5	37.10598
48	164	145.5	10.5	37.391068
49	164	148.5	10.5	37.692505
50	164	151.5	10.5	37.851925
51	164	154.5	10.5	37.980785
52	164	157.5	10.5	-999
53	164	160.5	10.5	-999
54	164	163.5	10.5	-999
55	164	166.5	10.5	-999
56	164	169.5	10.5	37.939491
57	164	172.5	10.5	37.779694
58	164	175.5	10.5	37.752045
59	164	178.5	10.5	37.650528
60	164	181.5	10.5	37.612427
61	164	184.5	10.5	37.601433
62	164	187.5	10.5	37.496151
63	164	190.5	10.5	37.48708
64	164	193.5	10.5	-999
65	164	196.5	10.5	-999
66	164	199.5	10.5	37.144924
67	164	202.5	10.5	37.120136
68	164	205.5	10.5	37.138542
69	164	208.5	10.5	37.186783
70	164	211.5	10.5	36.738682
71	164	214.5	10.5	36.606747
72	164	217.5	10.5	36.418396
73	164	220.5	10.5	36.31892
74	164	223.5	10.5	36.295658
75	164	226.5	10.5	36.419724
76	164	229.5	10.5	36.494133
77	164	232.5	10.5	36.560299
78	164	235.5	10.5	36.622704
79	164	238.5	10.5	36.61861
80	164	241.5	10.5	36.570267
81	164	244.5	10.5	36.472336
82	164	247.5	10.5	36.326008
83	164	250.5	10.5	36.123501
84	164	253.5	10.5	35.942665
85	164	256.5	10.5	35.756123
86	164	259.5	10.5	35.558765
87	164	262.5	10.5	35.395672
88	164	265.5	10.5	35.280247
89	164	268.5	10.5	35.20763
90	164	271.5	10.5	35.143883
91	164	274.5	10.5	34.962429
92	164	277.5	10.5	34.893185
93	164	280.5	10.5	34.831631
94	164	283.5	10.5	34.776371
95	164	286.5	10.5	34.70512
96	164	289.5	10.5	34.616936
97	164	292.5	10.5	34.485809
98	164	295.5	10.5	34.348625
99	164	298.5	10.5	34.229862
100	164	301.5	10.5	34.127495
101	164	304.5	10.5	34.073479
102	164	307.5	10.5	34.066051
103	164	310.5	10.5	-999
104	164	313.5	10.5	-999
105	164	316.5	10.5	-999
106	164	319.5	10.5	-999
107	164	322.5	10.5	34.491692
108	164	325.5	10.5	34.486477
109	164	328.5	10.5	-999
110	164	331.5	10.5	-999
111	164	334.5	10.5	-999
112	164	337.5	10.5	34.135269
113	164	340.5	10.5	33.98143
114	164	343.5	10.5	33.820011
115	164	346.5	10.5	33.727009
116	164	349.5	10.5	33.679287
117	164	352.5	10.5	33.659225
118	164	355.5	10.5	33.626488
119	164	358.5	10.5	33.569923
120	164	361.5	10.5	33.523804
121	164	364.5	10.5	33.49733
122	164	367.5	10.5	33.492126
123	164	370.5	10.5	33.498417
124	164	373.5	10.5	33.543354
125	164	376.5	10.5	33.573368
126	164	379.5	10.5	33.611393
127	164	382.5	10.5	33.66964
128	164	385.5	10.5	33.768806
129	164	388.5	10.5	33.91497
130	164	391.5	10.5	34.119576
131	164	394.5	10.5	34.313171
132	164	397.5	10.5	34.421494
133	164	400.5	10.5	34.53236
134	164	403.5	10.5	34.615917
135	164	406.5	10.5	34.65213
136	164	409.5	10.5	34.672337
137	164	412.5	10.5	34.701
138	164	415.5	10.5	34.712818
139	164	418.5	10.5	34.700951
140	164	421.5	10.5	34.655811
141	164	424.5	10.5	34.632343
142	164	427.5	10.5	34.694626
143	164	430.5	10.5	34.771103
144	164	433.5	10.5	34.832108
145	164	436.5	10.5	35.003754
146	164	439.5	10.5	35.144451
147	164	442.5	10.5	35.277351
148	164	445.5	10.5	35.417439
149	164	448.5	10.5	35.497505
150	164	451.5	10.5	35.550377
151	164	454.5	10.5	35.588375
152	164	457.5	10.5	35.508904
153	164	460.5	10.5	35.550617
154	164	463.5	10.5	35.618568
155	164	466.5	10.5	35.752434
156	164	469.5	10.5	35.980816
157	164	472.5	10.5	36.289768
158	164	475.5	10.5	36.624565
159	164	478.5	10.5	36.905201
160	164	481.5	10.5	-999
161	164	484.5	10.5	-999
162	164	487.5	10.5	-999
163	164	490.5	10.5	-999
164	164	493.5	10.5	-999
165	164	496.5	10.5	36.71175
166	164	499.5	10.5	36.681953
167	164	502.5	10.5	36.529358
168	164	505.5	10.5	36.453671
169	164	508.5	10.5	36.363415
170	164	511.5	10.5	36.268806
171	164	514.5	10.5	36.209461
172	164	517.5	10.5	36.174366
173	164	520.5	10.5	36.117332
174	164	523.5	10.5	36.053799
175	164	526.5	10.5	36.040356
176	164	529.5	10.5	36.074699
177	164	532.5	10.5	36.115662
178	164	535.5	10.5	36.171959
179	164	538.5	10.5	36.218948
0	163	1.5	13.5	-999
1	163	4.5	13.5	-999
2	163	7.5	13.5	38.033115
3	163	10.5	13.5	38.064438
4	163	13.5	13.5	38.018326
5	163	16.5	13.5	37.940601
6	163	19.5	13.5	37.813095
7	163	22.5	13.5	37.705914
8	163	25.5	13.5	37.62965
9	163	28.5	13.5	37.58366
10	163	31.5	13.5	37.565098
11	163	34.5	13.5	37.56321
12	163	37.5	13.5	37.590336
13	163	40.5	13.5	37.658173
14	163	43.5	13.5	37.782093
15	163	46.5	13.5	37.849812
16	163	49.5	13.5	37.891136
17	163	52.5	13.5	37.920437
18	163	55.5	13.5	37.940437
19	163	58.5	13.5	37.949741
20	163	61.5	13.5	37.943798
21	163	64.5	13.5	37.920403
22	163	67.5	13.5	37.875423
23	163	70.5	13.5	37.807777
24	163	73.5	13.5	37.716621
25	163	76.5	13.5	37.602341
26	163	79.5	13.5	37.489925
27	163	82.5	13.5	37.366142
28	163	85.5	13.5	37.272549
29	163	88.5	13.5	37.189629
30	163	91.5	13.5	37.112633
31	163	94.5	13.5	37.040722
32	163	97.5	13.5	36.971298
33	163	100.5	13.5	36.89389
34	163	103.5	13.5	36.808514
35	163	106.5	13.5	36.706921
36	163	109.5	13.5	36.613457
37	163	112.5	13.5	36.532848
38	163	115.5	13.5	36.477226
39	163	118.5	13.5	36.397938
40	163	121.5	13.5	36.372913
41	163	124.5	13.5	36.395981
42	163	127.5	13.5	36.439854
43	163	130.5	13.5	36.53281
44	163	133.5	13.5	36.610378
45	163	136.5	13.5	36.709766
46	163	139.5	13.5	-999
47	163	142.5	13.5	37.10276
48	163	145.5	13.5	37.24617
49	163	148.5	13.5	37.444283
50	163	151.5	13.5	37.682194
51	163	154.5	13.5	37.838226
52	163	157.5	13.5	37.942852
53	163	160.5	13.5	38.019855
54	163	163.5	13.5	38.078175
55	163	166.5	13.5	37.978611
56	163	169.5	13.5	37.868481
57	163	172.5	13.5	37.756733
58	163	175.5	13.5	37.73344
59	163	178.5	13.5	37.634529
60	163	181.5	13.5	37.627281
61	163	184.5	13.5	37.555889
62	163	187.5	13.5	37.435993
63	163	190.5	13.5	37.416492
64	163	193.5	13.5	-999
65	163	196.5	13.5	-999
66	163	199.5	13.5	-999
67	163	202.5	13.5	-999
68	163	205.5	13.5	-999
69	163	208.5	13.5	36.766109
70	163	211.5	13.5	36.617725
71	163	214.5	13.5	36.447407
72	163	217.5	13.5	36.329731
73	163	220.5	13.5	36.249729
74	163	223.5	13.5	36.218231
75	163	226.5	13.5	36.308479
76	163	229.5	13.5	36.376476
77	163	232.5	13.5	36.430283
78	163	235.5	13.5	36.461899
79	163	238.5	13.5	36.4548
80	163	241.5	13.5	36.399414
81	163	244.5	13.5	36.281647
82	163	247.5	13.5	36.113503
83	163	250.5	13.5	35.968693
84	163	253.5	13.5	35.826553
85	163	256.5	13.5	35.671421
86	163	259.5	13.5	35.528938
87	163	262.5	13.5	35.38768
88	163	265.5	13.5	35.296459
89	163	268.5	13.5	35.097473
90	163	271.5	13.5	35.01358
91	163	274.5	13.5	34.947819
92	163	277.5	13.5	34.895706
93	163	280.5	13.5	34.837524
94	163	283.5	13.5	34.774273
95	163	286.5	13.5	34.701321
96	163	289.5	13.5	34.616631
97	163	292.5	13.5	34.509605
98	163	295.5	13.5	34.363678
99	163	298.5	13.5	34.220104
100	163	301.5	13.5	34.11993
101	163	304.5	13.5	34.080956
102	163	307.5	13.5	34.101307
103	163	310.5	13.5	-999
104	163	313.5	13.5	-999
105	163	316.5	13.5	-999
106	163	319.5	13.5	-999
107	163	322.5	13.5	34.260063
108	163	325.5	13.5	34.243855
109	163	328.5	13.5	34.233036
110	163	331.5	13.5	34.145912
111	163	334.5	13.5	34.120167
112	163	337.5	13.5	33.974453
113	163	340.5	13.5	33.812893
114	163	343.5	13.5	33.702671
115	163	346.5	13.5	33.63319
116	163	349.5	13.5	33.590782
