X (Grid)	Y (Grid)	X (m)	Y (m)	Data
156	79	469.5	265.5	36.396168
157	79	472.5	265.5	36.462677
158	79	475.5	265.5	36.525238
159	79	478.5	265.5	-999
160	79	481.5	265.5	-999
161	79	484.5	265.5	-999
162	79	487.5	265.5	-999
163	79	490.5	265.5	-999
164	79	493.5	265.5	-999
165	79	496.5	265.5	36.995831
166	79	499.5	265.5	36.917305
167	79	502.5	265.5	36.859692
168	79	505.5	265.5	36.822563
169	79	508.5	265.5	36.800751
170	79	511.5	265.5	36.789463
171	79	514.5	265.5	36.782616
172	79	517.5	265.5	36.778378
173	79	520.5	265.5	36.777424
174	79	523.5	265.5	36.791687
175	79	526.5	265.5	36.80312
176	79	529.5	265.5	36.803467
177	79	532.5	265.5	36.786972
178	79	535.5	265.5	36.73896
179	79	538.5	265.5	36.635796
0	78	1.5	268.5	39.405636
1	78	4.5	268.5	-999
2	78	7.5	268.5	-999
3	78	10.5	268.5	-999
4	78	13.5	268.5	-999
5	78	16.5	268.5	-999
6	78	19.5	268.5	38.064426
7	78	22.5	268.5	38.215267
8	78	25.5	268.5	38.221111
9	78	28.5	268.5	38.214218
10	78	31.5	268.5	-999
11	78	34.5	268.5	-999
12	78	37.5	268.5	-999
13	78	40.5	268.5	-999
14	78	43.5	268.5	-999
15	78	46.5	268.5	-999
16	78	49.5	268.5	38.172611
17	78	52.5	268.5	38.17659
18	78	55.5	268.5	-999
19	78	58.5	268.5	-999
20	78	61.5	268.5	-999
21	78	64.5	268.5	-999
22	78	67.5	268.5	-999
23	78	70.5	268.5	-999
24	78	73.5	268.5	37.897827
25	78	76.5	268.5	37.84827
26	78	79.5	268.5	37.802399
27	78	82.5	268.5	37.778767
28	78	85.5	268.5	37.736
29	78	88.5	268.5	37.657154
30	78	91.5	268.5	-999
31	78	94.5	268.5	-999
32	78	97.5	268.5	-999
33	78	100.5	268.5	-999
34	78	103.5	268.5	36.487331
35	78	106.5	268.5	36.426987
36	78	109.5	268.5	36.37669
37	78	112.5	268.5	36.325661
38	78	115.5	268.5	36.266724
39	78	118.5	268.5	36.209259
40	78	121.5	268.5	36.189171
41	78	124.5	268.5	-999
42	78	127.5	268.5	-999
43	78	130.5	268.5	35.21983
44	78	133.5	268.5	34.979305
45	78	136.5	268.5	34.778728
46	78	139.5	268.5	34.571404
47	78	142.5	268.5	34.5271
48	78	145.5	268.5	34.545494
49	78	148.5	268.5	34.614578
50	78	151.5	268.5	34.733654
51	78	154.5	268.5	34.82579
52	78	157.5	268.5	34.805691
53	78	160.5	268.5	34.703121
54	78	163.5	268.5	34.565796
55	78	166.5	268.5	34.351089
56	78	169.5	268.5	34.239082
57	78	172.5	268.5	34.105091
58	78	175.5	268.5	33.975883
59	78	178.5	268.5	33.866581
60	78	181.5	268.5	33.793724
61	78	184.5	268.5	33.752819
62	78	187.5	268.5	33.750828
63	78	190.5	268.5	33.752743
64	78	193.5	268.5	33.864716
65	78	196.5	268.5	-999
66	78	199.5	268.5	34.491886
67	78	202.5	268.5	34.626694
68	78	205.5	268.5	-999
69	78	208.5	268.5	-999
70	78	211.5	268.5	-999
71	78	214.5	268.5	-999
72	78	217.5	268.5	-999
73	78	220.5	268.5	-999
74	78	223.5	268.5	-999
75	78	226.5	268.5	-999
76	78	229.5	268.5	-999
77	78	232.5	268.5	33.544628
78	78	235.5	268.5	33.531731
79	78	238.5	268.5	33.535202
80	78	241.5	268.5	33.473454
81	78	244.5	268.5	33.439316
82	78	247.5	268.5	33.494278
83	78	250.5	268.5	33.48415
84	78	253.5	268.5	33.487511
85	78	256.5	268.5	33.611217
86	78	259.5	268.5	33.590218
87	78	262.5	268.5	33.563564
88	78	265.5	268.5	33.544182
89	78	268.5	268.5	33.57729
90	78	271.5	268.5	33.545959
91	78	274.5	268.5	33.524433
92	78	277.5	268.5	33.514713
93	78	280.5	268.5	33.519333
94	78	283.5	268.5	33.536564
95	78	286.5	268.5	33.55489
96	78	289.5	268.5	33.513954
97	78	292.5	268.5	33.559322
98	78	295.5	268.5	33.677464
99	78	298.5	268.5	33.875835
100	78	301.5	268.5	34.160988
101	78	304.5	268.5	34.805691
102	78	307.5	268.5	34.90979
103	78	310.5	268.5	35.054832
104	78	313.5	268.5	35.161308
105	78	316.5	268.5	35.163185
106	78	319.5	268.5	35.069542
107	78	322.5	268.5	35.193401
108	78	325.5	268.5	35.335812
109	78	328.5	268.5	35.460739
110	78	331.5	268.5	35.599865
111	78	334.5	268.5	35.73745
112	78	337.5	268.5	35.874775
113	78	340.5	268.5	36.003521
114	78	343.5	268.5	36.113716
115	78	346.5	268.5	36.201077
116	78	349.5	268.5	36.254848
117	78	352.5	268.5	36.302399
118	78	355.5	268.5	36.35989
119	78	358.5	268.5	36.43483
120	78	361.5	268.5	36.528316
121	78	364.5	268.5	36.61776
122	78	367.5	268.5	36.693233
123	78	370.5	268.5	36.765144
124	78	373.5	268.5	-999
125	78	376.5	268.5	-999
126	78	379.5	268.5	-999
127	78	382.5	268.5	-999
128	78	385.5	268.5	-999
129	78	388.5	268.5	-999
130	78	391.5	268.5	36.66423
131	78	394.5	268.5	36.552135
132	78	397.5	268.5	36.455387
133	78	400.5	268.5	36.390972
134	78	403.5	268.5	36.347279
135	78	406.5	268.5	36.316841
136	78	409.5	268.5	36.29678
137	78	412.5	268.5	36.289909
138	78	415.5	268.5	36.269897
139	78	418.5	268.5	36.2244
140	78	421.5	268.5	36.15765
141	78	424.5	268.5	36.117779
142	78	427.5	268.5	36.102341
143	78	430.5	268.5	36.107033
144	78	433.5	268.5	36.131165
145	78	436.5	268.5	36.172344
146	78	439.5	268.5	36.16869
147	78	442.5	268.5	36.121284
148	78	445.5	268.5	36.141235
149	78	448.5	268.5	36.161045
150	78	451.5	268.5	36.173492
151	78	454.5	268.5	36.183327
152	78	457.5	268.5	36.195404
153	78	460.5	268.5	36.21386
154	78	463.5	268.5	36.246021
155	78	466.5	268.5	36.306599
156	78	469.5	268.5	36.408516
157	78	472.5	268.5	36.493343
158	78	475.5	268.5	-999
159	78	478.5	268.5	-999
160	78	481.5	268.5	-999
161	78	484.5	268.5	-999
162	78	487.5	268.5	-999
163	78	490.5	268.5	-999
164	78	493.5	268.5	36.905083
165	78	496.5	268.5	36.832882
166	78	499.5	268.5	36.779236
167	78	502.5	268.5	36.749016
168	78	505.5	268.5	36.736027
169	78	508.5	268.5	36.735725
170	78	511.5	268.5	36.740269
171	78	514.5	268.5	36.745708
172	78	517.5	268.5	36.747551
173	78	520.5	268.5	36.748909
174	78	523.5	268.5	36.785152
175	78	526.5	268.5	36.803421
176	78	529.5	268.5	36.8074
177	78	532.5	268.5	36.794315
178	78	535.5	268.5	36.73402
179	78	538.5	268.5	36.623093
0	77	1.5	271.5	39.413002
1	77	4.5	271.5	39.458851
2	77	7.5	271.5	-999
3	77	10.5	271.5	-999
4	77	13.5	271.5	-999
5	77	16.5	271.5	-999
6	77	19.5	271.5	-999
7	77	22.5	271.5	38.376354
8	77	25.5	271.5	38.273846
9	77	28.5	271.5	38.152843
10	77	31.5	271.5	38.107582
11	77	34.5	271.5	-999
12	77	37.5	271.5	-999
13	77	40.5	271.5	-999
14	77	43.5	271.5	-999
15	77	46.5	271.5	-999
16	77	49.5	271.5	-999
17	77	52.5	271.5	38.159298
18	77	55.5	271.5	38.151817
19	77	58.5	271.5	-999
20	77	61.5	271.5	-999
21	77	64.5	271.5	-999
22	77	67.5	271.5	-999
23	77	70.5	271.5	37.887814
24	77	73.5	271.5	37.904926
25	77	76.5	271.5	37.866833
26	77	79.5	271.5	37.800903
27	77	82.5	271.5	37.747879
28	77	85.5	271.5	37.730736
29	77	88.5	271.5	-999
30	77	91.5	271.5	-999
31	77	94.5	271.5	-999
32	77	97.5	271.5	-999
33	77	100.5	271.5	-999
34	77	103.5	271.5	-999
35	77	106.5	271.5	-999
36	77	109.5	271.5	36.330986
37	77	112.5	271.5	36.306179
38	77	115.5	271.5	36.24506
39	77	118.5	271.5	36.159016
40	77	121.5	271.5	36.082497
41	77	124.5	271.5	-999
42	77	127.5	271.5	-999
43	77	130.5	271.5	35.156822
44	77	133.5	271.5	34.957615
45	77	136.5	271.5	34.653805
46	77	139.5	271.5	34.528355
47	77	142.5	271.5	34.529099
48	77	145.5	271.5	34.564423
49	77	148.5	271.5	34.646137
50	77	151.5	271.5	34.789417
51	77	154.5	271.5	34.859264
52	77	157.5	271.5	34.819241
53	77	160.5	271.5	34.725269
54	77	163.5	271.5	34.608818
55	77	166.5	271.5	34.417904
56	77	169.5	271.5	34.282719
57	77	172.5	271.5	34.131313
58	77	175.5	271.5	33.979244
59	77	178.5	271.5	33.868439
60	77	181.5	271.5	33.804661
61	77	184.5	271.5	33.771946
62	77	187.5	271.5	33.759632
63	77	190.5	271.5	33.805092
64	77	193.5	271.5	33.94989
65	77	196.5	271.5	34.26075
66	77	199.5	271.5	34.418758
67	77	202.5	271.5	34.600479
68	77	205.5	271.5	-999
69	77	208.5	271.5	-999
70	77	211.5	271.5	-999
71	77	214.5	271.5	-999
72	77	217.5	271.5	-999
73	77	220.5	271.5	-999
74	77	223.5	271.5	-999
75	77	226.5	271.5	-999
76	77	229.5	271.5	-999
77	77	232.5	271.5	33.565464
78	77	235.5	271.5	33.548985
79	77	238.5	271.5	33.548649
80	77	241.5	271.5	33.497662
81	77	244.5	271.5	33.453136
82	77	247.5	271.5	33.511696
83	77	250.5	271.5	33.508892
84	77	253.5	271.5	33.515793
85	77	256.5	271.5	33.639736
86	77	259.5	271.5	33.619774
87	77	262.5	271.5	33.592323
88	77	265.5	271.5	33.574371
89	77	268.5	271.5	33.597698
90	77	271.5	271.5	33.574734
91	77	274.5	271.5	33.558342
92	77	277.5	271.5	33.553486
93	77	280.5	271.5	33.567501
94	77	283.5	271.5	33.596439
95	77	286.5	271.5	33.632881
96	77	289.5	271.5	33.66906
97	77	292.5	271.5	33.644157
98	77	295.5	271.5	33.75375
99	77	298.5	271.5	33.954277
100	77	301.5	271.5	34.243229
101	77	304.5	271.5	34.806255
102	77	307.5	271.5	34.940105
103	77	310.5	271.5	35.123882
104	77	313.5	271.5	35.240135
105	77	316.5	271.5	35.247532
106	77	319.5	271.5	35.162884
107	77	322.5	271.5	35.281464
108	77	325.5	271.5	35.428596
109	77	328.5	271.5	35.566986
110	77	331.5	271.5	35.714443
111	77	334.5	271.5	35.859661
112	77	337.5	271.5	36.004974
113	77	340.5	271.5	36.132366
114	77	343.5	271.5	36.229465
115	77	346.5	271.5	36.313129
116	77	349.5	271.5	36.353161
117	77	352.5	271.5	36.398472
118	77	355.5	271.5	36.453133
119	77	358.5	271.5	36.505909
120	77	361.5	271.5	36.579666
121	77	364.5	271.5	36.652637
122	77	367.5	271.5	36.732506
123	77	370.5	271.5	-999
124	77	373.5	271.5	-999
125	77	376.5	271.5	-999
126	77	379.5	271.5	-999
127	77	382.5	271.5	-999
128	77	385.5	271.5	-999
129	77	388.5	271.5	36.869991
130	77	391.5	271.5	36.689373
131	77	394.5	271.5	36.527203
132	77	397.5	271.5	36.413399
133	77	400.5	271.5	36.355198
134	77	403.5	271.5	36.318119
135	77	406.5	271.5	36.292759
136	77	409.5	271.5	36.276321
137	77	412.5	271.5	36.266495
138	77	415.5	271.5	36.259445
139	77	418.5	271.5	36.22686
140	77	421.5	271.5	36.170666
141	77	424.5	271.5	36.144787
142	77	427.5	271.5	36.114693
143	77	430.5	271.5	36.12077
144	77	433.5	271.5	36.143143
145	77	436.5	271.5	36.181328
146	77	439.5	271.5	36.184319
147	77	442.5	271.5	36.158398
148	77	445.5	271.5	36.103954
149	77	448.5	271.5	36.131542
150	77	451.5	271.5	36.142288
151	77	454.5	271.5	36.153042
152	77	457.5	271.5	36.166756
153	77	460.5	271.5	36.187473
154	77	463.5	271.5	36.221848
155	77	466.5	271.5	36.287373
156	77	469.5	271.5	36.422195
157	77	472.5	271.5	-999
158	77	475.5	271.5	-999
159	77	478.5	271.5	-999
160	77	481.5	271.5	-999
161	77	484.5	271.5	-999
162	77	487.5	271.5	-999
163	77	490.5	271.5	36.82254
164	77	493.5	271.5	36.749992
165	77	496.5	271.5	36.699768
166	77	499.5	271.5	36.674267
167	77	502.5	271.5	36.669884
168	77	505.5	271.5	36.679451
169	77	508.5	271.5	36.69545
170	77	511.5	271.5	36.711056
171	77	514.5	271.5	36.722012
172	77	517.5	271.5	36.725594
173	77	520.5	271.5	36.755302
174	77	523.5	271.5	36.785542
175	77	526.5	271.5	36.801678
176	77	529.5	271.5	36.806259
177	77	532.5	271.5	36.799892
178	77	535.5	271.5	36.730778
179	77	538.5	271.5	36.594051
0	76	1.5	274.5	39.330982
1	76	4.5	274.5	39.425282
2	76	7.5	274.5	39.417358
3	76	10.5	274.5	-999
4	76	13.5	274.5	-999
5	76	16.5	274.5	-999
6	76	19.5	274.5	38.697113
7	76	22.5	274.5	38.558681
8	76	25.5	274.5	38.36673
9	76	28.5	274.5	38.194221
10	76	31.5	274.5	38.111145
11	76	34.5	274.5	-999
12	76	37.5	274.5	-999
13	76	40.5	274.5	-999
14	76	43.5	274.5	-999
15	76	46.5	274.5	-999
16	76	49.5	274.5	-999
17	76	52.5	274.5	-999
18	76	55.5	274.5	-999
19	76	58.5	274.5	-999
20	76	61.5	274.5	-999
21	76	64.5	274.5	-999
22	76	67.5	274.5	-999
23	76	70.5	274.5	37.946651
24	76	73.5	274.5	37.911804
25	76	76.5	274.5	37.859207
26	76	79.5	274.5	37.795208
27	76	82.5	274.5	37.722881
28	76	85.5	274.5	37.686577
29	76	88.5	274.5	-999
30	76	91.5	274.5	-999
31	76	94.5	274.5	-999
32	76	97.5	274.5	-999
33	76	100.5	274.5	-999
34	76	103.5	274.5	36.404297
35	76	106.5	274.5	-999
36	76	109.5	274.5	-999
37	76	112.5	274.5	-999
38	76	115.5	274.5	36.248154
39	76	118.5	274.5	36.136627
40	76	121.5	274.5	-999
41	76	124.5	274.5	-999
42	76	127.5	274.5	-999
43	76	130.5	274.5	35.052593
44	76	133.5	274.5	34.902943
45	76	136.5	274.5	34.621979
46	76	139.5	274.5	34.53236
47	76	142.5	274.5	34.54665
48	76	145.5	274.5	34.596241
49	76	148.5	274.5	34.701027
50	76	151.5	274.5	34.842266
51	76	154.5	274.5	34.875057
52	76	157.5	274.5	34.841648
53	76	160.5	274.5	34.725811
54	76	163.5	274.5	34.641678
55	76	166.5	274.5	34.51326
56	76	169.5	274.5	34.338428
57	76	172.5	274.5	34.146461
58	76	175.5	274.5	33.975449
59	76	178.5	274.5	33.861046
60	76	181.5	274.5	33.811016
61	76	184.5	274.5	33.783375
62	76	187.5	274.5	33.767551
63	76	190.5	274.5	33.817104
64	76	193.5	274.5	33.963734
65	76	196.5	274.5	34.167633
66	76	199.5	274.5	34.369606
67	76	202.5	274.5	34.564816
68	76	205.5	274.5	-999
69	76	208.5	274.5	-999
70	76	211.5	274.5	-999
71	76	214.5	274.5	-999
72	76	217.5	274.5	-999
73	76	220.5	274.5	-999
74	76	223.5	274.5	-999
75	76	226.5	274.5	-999
76	76	229.5	274.5	33.638008
77	76	232.5	274.5	33.604057
78	76	235.5	274.5	33.580387
79	76	238.5	274.5	33.570801
80	76	241.5	274.5	33.507698
81	76	244.5	274.5	33.466572
82	76	247.5	274.5	33.523579
83	76	250.5	274.5	33.535843
84	76	253.5	274.5	33.547878
85	76	256.5	274.5	33.672119
86	76	259.5	274.5	33.651276
87	76	262.5	274.5	33.617329
88	76	265.5	274.5	33.606552
89	76	268.5	274.5	33.616581
90	76	271.5	274.5	33.605614
91	76	274.5	274.5	33.593052
92	76	277.5	274.5	33.592064
93	76	280.5	274.5	33.617203
94	76	283.5	274.5	33.657032
95	76	286.5	274.5	33.704823
96	76	289.5	274.5	33.746136
97	76	292.5	274.5	33.736149
98	76	295.5	274.5	33.849724
99	76	298.5	274.5	34.054134
100	76	301.5	274.5	34.645424
101	76	304.5	274.5	34.778225
102	76	307.5	274.5	34.96077
103	76	310.5	274.5	35.170677
104	76	313.5	274.5	35.299934
105	76	316.5	274.5	35.325829
106	76	319.5	274.5	35.255493
107	76	322.5	274.5	35.375118
108	76	325.5	274.5	35.521523
109	76	328.5	274.5	35.686096
110	76	331.5	274.5	35.846737
111	76	334.5	274.5	35.995216
112	76	337.5	274.5	36.15263
113	76	340.5	274.5	36.277996
114	76	343.5	274.5	36.352448
115	76	346.5	274.5	36.409889
116	76	349.5	274.5	36.456757
117	76	352.5	274.5	36.515133
118	76	355.5	274.5	36.538624
119	76	358.5	274.5	36.570091
120	76	361.5	274.5	36.60701
121	76	364.5	274.5	36.679062
122	76	367.5	274.5	-999
123	76	370.5	274.5	-999
124	76	373.5	274.5	-999
125	76	376.5	274.5	-999
126	76	379.5	274.5	-999
127	76	382.5	274.5	-999
128	76	385.5	274.5	36.938499
129	76	388.5	274.5	36.782124
130	76	391.5	274.5	36.615814
131	76	394.5	274.5	36.457691
132	76	397.5	274.5	36.362419
133	76	400.5	274.5	36.313572
134	76	403.5	274.5	36.288235
135	76	406.5	274.5	36.269577
136	76	409.5	274.5	36.258034
137	76	412.5	274.5	36.250336
138	76	415.5	274.5	36.244705
139	76	418.5	274.5	36.231426
140	76	421.5	274.5	36.193317
141	76	424.5	274.5	36.164104
142	76	427.5	274.5	36.144276
143	76	430.5	274.5	36.141933
144	76	433.5	274.5	36.162811
145	76	436.5	274.5	36.186787
146	76	439.5	274.5	36.182236
147	76	442.5	274.5	36.159676
148	76	445.5	274.5	36.128086
149	76	448.5	274.5	36.108776
150	76	451.5	274.5	36.108562
151	76	454.5	274.5	36.121048
152	76	457.5	274.5	36.136234
153	76	460.5	274.5	36.15778
154	76	463.5	274.5	36.191891
155	76	466.5	274.5	36.255436
156	76	469.5	274.5	36.384823
157	76	472.5	274.5	-999
158	76	475.5	274.5	-999
159	76	478.5	274.5	-999
160	76	481.5	274.5	-999
161	76	484.5	274.5	-999
162	76	487.5	274.5	36.735802
163	76	490.5	274.5	36.667606
164	76	493.5	274.5	36.618622
165	76	496.5	274.5	36.596306
166	76	499.5	274.5	36.597027
167	76	502.5	274.5	36.618519
168	76	505.5	274.5	36.647007
169	76	508.5	274.5	36.674839
170	76	511.5	274.5	36.694908
171	76	514.5	274.5	36.705254
172	76	517.5	274.5	36.739258
173	76	520.5	274.5	36.771858
174	76	523.5	274.5	36.794727
175	76	526.5	274.5	36.799244
176	76	529.5	274.5	36.800381
177	76	532.5	274.5	36.829151
178	76	535.5	274.5	-999
179	76	538.5	274.5	36.548252
0	75	1.5	277.5	39.204304
1	75	4.5	277.5	39.293789
2	75	7.5	277.5	39.328117
3	75	10.5	277.5	39.227779
4	75	13.5	277.5	-999
5	75	16.5	277.5	38.948486
6	75	19.5	277.5	38.777271
7	75	22.5	277.5	38.596268
8	75	25.5	277.5	38.429474
9	75	28.5	277.5	38.244553
10	75	31.5	277.5	38.106514
11	75	34.5	277.5	38.044197
12	75	37.5	277.5	-999
13	75	40.5	277.5	38.113636
14	75	43.5	277.5	38.183765
15	75	46.5	277.5	-999
16	75	49.5	277.5	-999
17	75	52.5	277.5	-999
18	75	55.5	277.5	-999
19	75	58.5	277.5	-999
20	75	61.5	277.5	-999
21	75	64.5	277.5	-999
22	75	67.5	277.5	38.015163
23	75	70.5	277.5	37.963665
24	75	73.5	277.5	37.898586
25	75	76.5	277.5	37.824047
26	75	79.5	277.5	37.751751
27	75	82.5	277.5	37.675983
28	75	85.5	277.5	37.651825
29	75	88.5	277.5	-999
30	75	91.5	277.5	-999
31	75	94.5	277.5	-999
32	75	97.5	277.5	-999
33	75	100.5	277.5	-999
34	75	103.5	277.5	36.40493
35	75	106.5	277.5	36.426388
36	75	109.5	277.5	-999
37	75	112.5	277.5	-999
38	75	115.5	277.5	36.300045
39	75	118.5	277.5	-999
40	75	121.5	277.5	-999
41	75	124.5	277.5	-999
42	75	127.5	277.5	35.143719
43	75	130.5	277.5	34.987717
44	75	133.5	277.5	34.675312
45	75	136.5	277.5	34.608829
46	75	139.5	277.5	34.550873
47	75	142.5	277.5	34.57336
48	75	145.5	277.5	34.63839
49	75	148.5	277.5	34.79015
50	75	151.5	277.5	34.865009
51	75	154.5	277.5	34.867359
52	75	157.5	277.5	34.826756
53	75	160.5	277.5	34.712543
54	75	163.5	277.5	34.630554
55	75	166.5	277.5	34.514149
56	75	169.5	277.5	34.347458
57	75	172.5	277.5	34.135227
58	75	175.5	277.5	33.960262
59	75	178.5	277.5	33.84486
60	75	181.5	277.5	33.81694
61	75	184.5	277.5	33.780548
62	75	187.5	277.5	33.764824
63	75	190.5	277.5	33.819275
64	75	193.5	277.5	33.954731
65	75	196.5	277.5	34.132454
66	75	199.5	277.5	34.334473
67	75	202.5	277.5	34.529629
68	75	205.5	277.5	-999
69	75	208.5	277.5	-999
70	75	211.5	277.5	-999
71	75	214.5	277.5	-999
72	75	217.5	277.5	-999
73	75	220.5	277.5	-999
74	75	223.5	277.5	-999
75	75	226.5	277.5	-999
76	75	229.5	277.5	33.674854
77	75	232.5	277.5	33.650944
78	75	235.5	277.5	33.620876
79	75	238.5	277.5	33.582321
80	75	241.5	277.5	33.519852
81	75	244.5	277.5	33.484108
82	75	247.5	277.5	33.531605
83	75	250.5	277.5	33.566864
84	75	253.5	277.5	33.587543
85	75	256.5	277.5	33.706192
86	75	259.5	277.5	33.690468
87	75	262.5	277.5	33.664524
88	75	265.5	277.5	33.656322
89	75	268.5	277.5	33.667812
90	75	271.5	277.5	33.674984
91	75	274.5	277.5	33.63702
92	75	277.5	277.5	33.642193
93	75	280.5	277.5	33.67234
94	75	283.5	277.5	33.721081
95	75	286.5	277.5	33.78244
96	75	289.5	277.5	33.849125
97	75	292.5	277.5	33.911064
98	75	295.5	277.5	33.95237
99	75	298.5	277.5	34.509598
100	75	301.5	277.5	34.630905
101	75	304.5	277.5	34.799366
102	75	307.5	277.5	35.006081
103	75	310.5	277.5	35.223976
104	75	313.5	277.5	35.350643
105	75	316.5	277.5	35.375206
106	75	319.5	277.5	35.346798
107	75	322.5	277.5	35.456364
108	75	325.5	277.5	35.630562
109	75	328.5	277.5	35.826542
110	75	331.5	277.5	35.993683
111	75	334.5	277.5	36.134434
112	75	337.5	277.5	36.267399
113	75	340.5	277.5	36.385399
114	75	343.5	277.5	36.470226
115	75	346.5	277.5	36.525414
116	75	349.5	277.5	36.552876
117	75	352.5	277.5	36.589802
118	75	355.5	277.5	36.608837
119	75	358.5	277.5	36.59721
120	75	361.5	277.5	36.597805
121	75	364.5	277.5	-999
122	75	367.5	277.5	-999
123	75	370.5	277.5	-999
124	75	373.5	277.5	-999
125	75	376.5	277.5	-999
126	75	379.5	277.5	-999
127	75	382.5	277.5	37.004185
128	75	385.5	277.5	36.854343
129	75	388.5	277.5	36.6735
130	75	391.5	277.5	36.523609
131	75	394.5	277.5	36.394764
132	75	397.5	277.5	36.320858
133	75	400.5	277.5	36.285454
134	75	403.5	277.5	36.260632
135	75	406.5	277.5	36.246773
136	75	409.5	277.5	36.240406
137	75	412.5	277.5	36.236958
138	75	415.5	277.5	36.235279
139	75	418.5	277.5	36.231674
140	75	421.5	277.5	36.227512
141	75	424.5	277.5	36.213188
142	75	427.5	277.5	36.193279
143	75	430.5	277.5	36.185467
144	75	433.5	277.5	36.190754
145	75	436.5	277.5	36.186062
146	75	439.5	277.5	36.16626
147	75	442.5	277.5	36.136063
148	75	445.5	277.5	36.102592
149	75	448.5	277.5	36.076069
150	75	451.5	277.5	36.078323
151	75	454.5	277.5	36.089195
152	75	457.5	277.5	36.104733
153	75	460.5	277.5	36.126205
154	75	463.5	277.5	36.156723
155	75	466.5	277.5	36.212547
156	75	469.5	277.5	36.3228
157	75	472.5	277.5	36.451965
158	75	475.5	277.5	-999
159	75	478.5	277.5	-999
160	75	481.5	277.5	36.640839
161	75	484.5	277.5	36.607647
162	75	487.5	277.5	36.57288
163	75	490.5	277.5	36.538643
164	75	493.5	277.5	36.514427
165	75	496.5	277.5	36.519558
166	75	499.5	277.5	36.54657
167	75	502.5	277.5	36.590393
168	75	505.5	277.5	36.63678
169	75	508.5	277.5	36.668671
170	75	511.5	277.5	36.686008
171	75	514.5	277.5	36.724895
172	75	517.5	277.5	36.761185
173	75	520.5	277.5	36.788578
174	75	523.5	277.5	36.805542
175	75	526.5	277.5	36.794456
176	75	529.5	277.5	36.803909
177	75	532.5	277.5	-999
178	75	535.5	277.5	-999
179	75	538.5	277.5	36.563286
0	74	1.5	280.5	39.082897
1	74	4.5	280.5	39.132236
2	74	7.5	280.5	39.153965
3	74	10.5	280.5	39.136665
4	74	13.5	280.5	39.10511
5	74	16.5	280.5	38.928791
6	74	19.5	280.5	38.762848
7	74	22.5	280.5	38.598274
8	74	25.5	280.5	38.45118
9	74	28.5	280.5	38.24577
10	74	31.5	280.5	38.11108
11	74	34.5	280.5	38.028767
12	74	37.5	280.5	37.995247
13	74	40.5	280.5	38.01368
14	74	43.5	280.5	38.068607
15	74	46.5	280.5	38.162064
16	74	49.5	280.5	-999
17	74	52.5	280.5	-999
18	74	55.5	280.5	-999
19	74	58.5	280.5	-999
20	74	61.5	280.5	-999
21	74	64.5	280.5	37.965126
22	74	67.5	280.5	37.993069
23	74	70.5	280.5	37.940346
24	74	73.5	280.5	37.855259
25	74	76.5	280.5	37.762493
26	74	79.5	280.5	37.688198
27	74	82.5	280.5	37.643871
28	74	85.5	280.5	-999
29	74	88.5	280.5	-999
30	74	91.5	280.5	-999
31	74	94.5	280.5	-999
32	74	97.5	280.5	-999
33	74	100.5	280.5	36.392384
34	74	103.5	280.5	36.407486
35	74	106.5	280.5	36.404022
36	74	109.5	280.5	36.4072
37	74	112.5	280.5	36.361553
38	74	115.5	280.5	36.327656
39	74	118.5	280.5	-999
40	74	121.5	280.5	-999
41	74	124.5	280.5	35.151779
42	74	127.5	280.5	35.079433
43	74	130.5	280.5	34.791359
44	74	133.5	280.5	34.670509
45	74	136.5	280.5	34.593513
46	74	139.5	280.5	34.579803
47	74	142.5	280.5	34.609531
48	74	145.5	280.5	34.685135
49	74	148.5	280.5	34.828316
50	74	151.5	280.5	34.861782
51	74	154.5	280.5	34.84024
52	74	157.5	280.5	34.898346
53	74	160.5	280.5	34.763248
54	74	163.5	280.5	34.629887
55	74	166.5	280.5	34.483971
56	74	169.5	280.5	34.338333
57	74	172.5	280.5	34.118484
58	74	175.5	280.5	33.939541
59	74	178.5	280.5	33.828632
60	74	181.5	280.5	33.791626
61	74	184.5	280.5	33.772926
62	74	187.5	280.5	33.771481
63	74	190.5	280.5	33.829975
64	74	193.5	280.5	33.958797
65	74	196.5	280.5	34.135345
66	74	199.5	280.5	34.341087
67	74	202.5	280.5	34.499256
68	74	205.5	280.5	-999
69	74	208.5	280.5	-999
70	74	211.5	280.5	-999
71	74	214.5	280.5	-999
72	74	217.5	280.5	-999
73	74	220.5	280.5	-999
74	74	223.5	280.5	-999
75	74	226.5	280.5	-999
76	74	229.5	280.5	33.715454
77	74	232.5	280.5	33.691044
78	74	235.5	280.5	33.659695
79	74	238.5	280.5	33.614666
80	74	241.5	280.5	33.538029
81	74	244.5	280.5	33.512024
82	74	247.5	280.5	33.509731
83	74	250.5	280.5	33.604538
84	74	253.5	280.5	33.634262
85	74	256.5	280.5	33.748196
86	74	259.5	280.5	33.746655
87	74	262.5	280.5	33.730164
88	74	265.5	280.5	33.730587
89	74	268.5	280.5	33.73027
90	74	271.5	280.5	33.729832
91	74	274.5	280.5	33.679253
92	74	277.5	280.5	33.693943
93	74	280.5	280.5	33.732265
94	74	283.5	280.5	33.789177
95	74	286.5	280.5	33.861691
96	74	289.5	280.5	33.939751
97	74	292.5	280.5	34.005203
98	74	295.5	280.5	34.061672
99	74	298.5	280.5	34.508953
100	74	301.5	280.5	34.657444
