"","X (Grid)","Y (Grid)","X (m)","Y (m)","AirT","rh","Wind","MRT","Point","UTCI"
"1",0,167,1.5,1.5,NA,NA,0,NA,1,NA
"2",1,167,4.5,1.5,38.055672,23.5495,0.1225,45.5605,2,38.2866691712881
"3",2,167,7.5,1.5,37.864307,23.9572,0.3465,44.0207,3,37.7840856538626
"4",3,167,10.5,1.5,37.761482,24.2956,0.6549,44.136,4,37.8753829054135
"5",4,167,13.5,1.5,37.73032,24.5872,1.1423,44.0089,5,38.070802893575
"6",5,167,16.5,1.5,37.733276,24.9019,1.507,66.0169,6,43.4416729457322
"7",6,167,19.5,1.5,37.711815,25.1161,1.7235,67.4427,7,43.7533928851685
"8",7,167,22.5,1.5,37.663925,25.259,1.8359,67.2653,8,43.6491579560885
"9",8,167,25.5,1.5,37.603893,25.3476,1.8885,66.9511,9,43.5093910009315
"10",9,167,28.5,1.5,37.560722,25.4028,1.9089,66.6352,10,43.3907952038063
"11",10,167,31.5,1.5,37.543808,25.4229,1.9141,66.7022,11,43.3917666281701
"12",11,167,34.5,1.5,37.550816,25.4217,1.9062,66.8747,12,43.442593490512
"13",12,167,37.5,1.5,37.588669,25.4048,1.8891,67.367,13,43.6010726805264
"14",13,167,40.5,1.5,37.652103,25.3752,1.8673,68.3929,14,43.914039925333
"15",14,167,43.5,1.5,37.716396,25.3461,1.8584,69.1001,15,44.1460101470409
"16",15,167,46.5,1.5,37.770432,25.3314,1.8156,68.8237,16,44.1364526954108
"17",16,167,49.5,1.5,37.823093,25.3167,1.7627,69.341,17,44.3227627527727
"18",17,167,52.5,1.5,37.860905,25.3167,1.7622,69.4496,18,44.3831226506981
"19",18,167,55.5,1.5,37.888351,25.3314,1.7734,69.5841,19,44.4389077592772
"20",19,167,58.5,1.5,37.90604,25.3631,1.7864,69.4719,20,44.4257183064502
"21",20,167,61.5,1.5,37.914543,25.4127,1.7961,69.456,21,44.4300146628942
"22",21,167,64.5,1.5,37.913494,25.4808,1.8017,69.6827,22,44.4878506100395
"23",22,167,67.5,1.5,37.901573,25.5685,1.8031,69.8115,23,44.5141037360472
"24",23,167,70.5,1.5,37.877426,25.6761,1.8028,69.8863,24,44.5177946258269
"25",24,167,73.5,1.5,37.839848,25.8025,1.8106,69.8794,25,44.4883811716893
"26",25,167,76.5,1.5,37.784061,25.9489,1.8544,69.2,26,44.2678361101376
"27",26,167,79.5,1.5,37.726063,26.0965,1.8662,69.6452,27,44.331454580633
"28",27,167,82.5,1.5,37.659172,26.2517,1.8738,69.6442,28,44.2785096458346
"29",28,167,85.5,1.5,37.584503,26.404,1.9136,68.6414,29,43.9609880275473
"30",29,167,88.5,1.5,37.510448,26.5314,1.9168,68.5937,30,43.8894329498192
"31",30,167,91.5,1.5,37.440739,26.6078,1.8973,69.4478,31,44.0487920127415
"32",31,167,94.5,1.5,37.39352,26.5344,1.8725,73.3379,32,44.9760997226481
"33",32,167,97.5,1.5,37.343719,26.5677,1.858,73.9972,33,45.1031098891426
"34",33,167,100.5,1.5,37.295078,26.6465,1.8505,73.741,34,45.0030742246883
"35",34,167,103.5,1.5,37.238262,26.7613,1.8477,74.3204,35,45.1051189465695
"36",35,167,106.5,1.5,37.1698,26.9066,1.8452,74.2957,36,45.0476246121862
"37",36,167,109.5,1.5,37.091614,27.0732,1.8483,74.0557,37,44.9270504519943
"38",37,167,112.5,1.5,37.010796,27.2463,1.8587,74.0495,38,44.8603559978761
"39",38,167,115.5,1.5,36.937962,27.4159,1.8791,74.5145,39,44.9145457299435
"40",39,167,118.5,1.5,36.878155,27.5891,1.9062,74.1347,40,44.7662286040545
"41",40,167,121.5,1.5,36.829666,27.7906,1.9364,73.7294,41,44.6213443780955
"42",41,167,124.5,1.5,36.781578,28.0908,1.9675,69.9881,42,43.6515857092686
"43",42,167,127.5,1.5,36.795998,28.0999,1.9946,69.3963,43,43.5073031942764
"44",43,167,130.5,1.5,36.922108,27.7145,2.0073,70.0004,44,43.7438037622168
"45",44,167,133.5,1.5,37.001614,27.4732,1.9815,70.3417,45,43.8966316121675
"46",45,167,136.5,1.5,37.07896,27.2607,1.8944,70.8039,46,44.1008519537929
"47",46,167,139.5,1.5,37.161457,27.0521,1.7589,70.7976,47,44.2041060533315
"48",47,167,142.5,1.5,37.259483,26.8348,1.6838,71.366,48,44.4389443095607
"49",48,167,145.5,1.5,37.382881,26.6066,1.6775,73.3409,49,45.0271698909756
"50",49,167,148.5,1.5,NA,NA,0,NA,50,NA
"51",50,167,151.5,1.5,NA,NA,0,NA,51,NA
"52",51,167,154.5,1.5,NA,NA,0,NA,52,NA
"53",52,167,157.5,1.5,NA,NA,0,NA,53,NA
"54",53,167,160.5,1.5,NA,NA,0,NA,54,NA
"55",54,167,163.5,1.5,NA,NA,0,NA,55,NA
"56",55,167,166.5,1.5,NA,NA,0,NA,56,NA
"57",56,167,169.5,1.5,NA,NA,0,NA,57,NA
"58",57,167,172.5,1.5,37.543743,25.9131,1.5998,50.3359,58,39.5296404077566
"59",58,167,175.5,1.5,37.592285,25.8395,1.7797,73.0532,59,45.0672009373566
"60",59,167,178.5,1.5,37.641762,25.7634,1.9304,71.8815,60,44.7704449571535
"61",60,167,181.5,1.5,37.603718,25.8097,2.0253,75.5377,61,45.6171575717042
"62",61,167,184.5,1.5,37.598339,25.8099,2.0759,74.3977,62,45.3084283948169
"63",62,167,187.5,1.5,37.591751,25.8115,2.0801,72.1312,63,44.7374743744941
"64",63,167,190.5,1.5,37.501484,25.93,1.9761,75.1793,64,45.46101104354
"65",64,167,193.5,1.5,37.430355,26.0212,1.6588,76.038,65,45.7120858889678
"66",65,167,196.5,1.5,37.373989,26.0953,1.4568,76.02,66,45.6970249200938
"67",66,167,199.5,1.5,37.35783,26.1176,1.3924,75.7195,67,45.6148194085035
"68",67,167,202.5,1.5,NA,NA,0,NA,68,NA
"69",68,167,205.5,1.5,NA,NA,0,NA,69,NA
"70",69,167,208.5,1.5,NA,NA,0,NA,70,NA
"71",70,167,211.5,1.5,36.942551,26.7869,1.6795,66.2015,71,42.8827641256455
"72",71,167,214.5,1.5,36.845387,26.9591,1.9571,66.6689,72,42.834197729299
"73",72,167,217.5,1.5,36.732555,27.1646,2.1434,67.2688,73,42.8149493032261
"74",73,167,220.5,1.5,36.629585,27.362,2.2403,67.7584,74,42.8077169481307
"75",74,167,223.5,1.5,36.604885,27.4473,2.29,67.7356,75,42.7597632088409
"76",75,167,226.5,1.5,36.620163,27.4759,2.3211,67.4041,76,42.6780891701272
"77",76,167,229.5,1.5,36.660728,27.4669,2.3438,67.672,77,42.7686398151506
"78",77,167,232.5,1.5,36.742062,27.3863,2.3478,70.3153,78,43.486527479267
"79",78,167,235.5,1.5,NA,NA,0,NA,79,NA
"80",79,167,238.5,1.5,NA,NA,0,NA,80,NA
"81",80,167,241.5,1.5,NA,NA,0,NA,81,NA
"82",81,167,244.5,1.5,NA,NA,0,NA,82,NA
"83",82,167,247.5,1.5,NA,NA,0,NA,83,NA
"84",83,167,250.5,1.5,36.294708,28.6042,1.7259,67.1392,84,42.6348485677718
"85",84,167,253.5,1.5,36.163841,28.878,2.0109,67.0416,85,42.3968898875508
"86",85,167,256.5,1.5,35.998562,29.2315,2.0841,66.1429,86,42.0111145323563
"87",86,167,259.5,1.5,35.872936,29.523,1.974,65.5159,87,41.8114423910251
"88",87,167,262.5,1.5,NA,NA,0,NA,88,NA
"89",88,167,265.5,1.5,NA,NA,0,NA,89,NA
"90",89,167,268.5,1.5,35.362431,31.0454,1.3645,64.4614,90,41.3974271388036
"91",90,167,271.5,1.5,35.22176,31.3198,1.4292,38.7852,91,34.9696981321558
"92",91,167,274.5,1.5,35.117676,31.5669,1.4264,46.5384,92,36.7805497114603
"93",92,167,277.5,1.5,35.036964,31.7312,1.3136,40.6272,93,35.2864174560633
"94",93,167,280.5,1.5,34.988346,31.9047,1.3924,61.8985,94,40.4827546285991
"95",94,167,283.5,1.5,34.930382,31.9435,0.9438,60.6146,95,40.1596216795559
"96",95,167,286.5,1.5,34.875278,32.0401,0.6965,60.3614,96,40.0079448583969
"97",96,167,289.5,1.5,34.645741,32.5688,2.08,59.8247,97,39.40466893796
"98",97,167,292.5,1.5,34.53849,32.7703,2.056,58.5741,98,39.0244315661336
"99",98,167,295.5,1.5,34.435715,32.9522,1.9542,44.5606,99,35.5653350628703
"100",99,167,298.5,1.5,34.339317,33.1187,1.8591,38.9683,100,34.1679003870762
"101",100,167,301.5,1.5,34.250927,33.2778,1.7596,38.5013,101,34.0197853352848
"102",101,167,304.5,1.5,34.192902,33.3666,1.7262,41.6036,102,34.7420215317877
"103",102,167,307.5,1.5,34.178631,33.3718,1.6682,40.8505,103,34.5670084164661
"104",103,167,310.5,1.5,34.225449,33.2436,1.3574,41.6283,104,34.884052754208
"105",104,167,313.5,1.5,34.296726,33.0528,1.3209,47.5549,105,36.4130577315035
"106",105,167,316.5,1.5,34.380482,32.7424,0.7677,56.667,106,38.7475102421778
"107",106,167,319.5,1.5,34.484062,32.3706,1.4447,62.5634,107,40.2329970057137
"108",107,167,322.5,1.5,34.371056,32.4514,2.0071,64.6182,108,40.3889367222757
"109",108,167,325.5,1.5,34.449802,32.2751,2.0332,66.2548,109,40.8406758720976
"110",109,167,328.5,1.5,NA,NA,0,NA,110,NA
"111",110,167,331.5,1.5,NA,NA,0,NA,111,NA
"112",111,167,334.5,1.5,NA,NA,0,NA,112,NA
"113",112,167,337.5,1.5,34.199245,32.5889,0.576,64.0265,113,40.3760896576061
"114",113,167,340.5,1.5,34.179119,32.679,1.6738,62.8024,114,39.9606766592041
"115",114,167,343.5,1.5,34.202816,32.6568,1.8764,65.0156,115,40.426635122278
"116",115,167,346.5,1.5,NA,NA,0,NA,116,NA
"117",116,167,349.5,1.5,NA,NA,0,NA,117,NA
"118",117,167,352.5,1.5,NA,NA,0,NA,118,NA
"119",118,167,355.5,1.5,NA,NA,0,NA,119,NA
"120",119,167,358.5,1.5,33.841579,33.4198,1.6332,62.8316,120,39.7357004184834
"121",120,167,361.5,1.5,33.818687,33.4763,1.8204,64.1926,121,39.9609091476918
"122",121,167,364.5,1.5,NA,NA,0,NA,122,NA
"123",122,167,367.5,1.5,NA,NA,0,NA,123,NA
"124",123,167,370.5,1.5,NA,NA,0,NA,124,NA
"125",124,167,373.5,1.5,NA,NA,0,NA,125,NA
"126",125,167,376.5,1.5,33.765369,33.4083,1.573,63.0846,126,39.7627959669234
"127",126,167,379.5,1.5,33.75526,33.3978,1.8634,62.9905,127,39.5806777060178
"128",127,167,382.5,1.5,33.776215,33.3199,1.9995,62.9629,128,39.506561273831
"129",128,167,385.5,1.5,33.836388,33.1666,2.0224,62.9352,129,39.530922394621
"130",129,167,388.5,1.5,33.940414,32.9388,2.0311,63.1558,130,39.6606695739131
"131",130,167,391.5,1.5,34.080677,32.6586,2.0779,63.5433,131,39.837436712166
"132",131,167,394.5,1.5,34.218395,32.3923,2.1293,64.3093,132,40.1038182537297
"133",132,167,397.5,1.5,34.3326,32.1689,2.1453,65.0142,133,40.3589202552415
"134",133,167,400.5,1.5,34.425602,31.9763,2.1188,65.2506,134,40.5072515170543
"135",134,167,403.5,1.5,34.503197,31.8109,2.1009,64.75,135,40.4549542058972
"136",135,167,406.5,1.5,34.568565,31.6736,2.107,64.1072,136,40.3435734360469
"137",136,167,409.5,1.5,34.619987,31.5675,2.1174,64.1705,137,40.3936054105454
"138",137,167,412.5,1.5,34.659546,31.4865,2.1171,64.3108,138,40.459749556279
"139",138,167,415.5,1.5,34.692158,31.4206,2.1119,64.5463,139,40.546874351485
"140",139,167,418.5,1.5,34.718792,31.3657,2.1046,64.2735,140,40.504735076079
"141",140,167,421.5,1.5,34.741924,31.3117,2.0847,64.783,141,40.6603073474727
"142",141,167,424.5,1.5,34.768093,31.2392,2.0075,64.3577,142,40.6185108013664
"143",142,167,427.5,1.5,34.806042,31.1306,1.8493,64.3708,143,40.7324472206258
"144",143,167,430.5,1.5,34.855869,30.9911,1.6514,64.3044,144,40.840425627059
"145",144,167,433.5,1.5,34.913563,30.8367,1.4372,64.6473,145,41.0392425732764
"146",145,167,436.5,1.5,34.968502,30.6979,1.2367,64.2221,146,41.0139287541356
"147",146,167,439.5,1.5,35.114471,30.2999,1.4701,65.2563,147,41.3233853843896
"148",147,167,442.5,1.5,35.239147,30.0398,1.5065,66.4602,148,41.7038852161371
"149",148,167,445.5,1.5,35.355942,29.8174,1.5803,66.4941,149,41.7774270964953
"150",149,167,448.5,1.5,35.456261,29.6431,1.6621,66.5008,150,41.8281584477436
"151",150,167,451.5,1.5,35.537941,29.5128,1.7278,67.1382,151,42.0254324815428
"152",151,167,454.5,1.5,35.60326,29.4141,1.7512,66.0984,152,41.810346047129
"153",152,167,457.5,1.5,35.657406,29.3326,1.6779,66.1688,153,41.8973426019498
"154",153,167,460.5,1.5,35.692043,29.2819,1.5106,65.7669,154,41.8757680328856
"155",154,167,463.5,1.5,35.692413,29.2811,0.804,65.9999,155,41.9394177192267
"156",155,167,466.5,1.5,35.864872,29.0841,2.1753,67.3711,156,42.1423785515174
"157",156,167,469.5,1.5,36.026558,28.8618,2.3338,66.7546,157,42.0401272762685
"158",157,167,472.5,1.5,36.229584,28.5617,2.4202,65.0321,158,41.741263174633
"159",158,167,475.5,1.5,36.41309,28.2607,2.3266,66.1132,159,42.20830472621
"160",159,167,478.5,1.5,36.310101,28.3195,0.8204,65.0427,160,42.151464181472
"161",160,167,481.5,1.5,36.264671,28.3177,0.327,45.4232,161,37.0971633619813
"162",161,167,484.5,1.5,NA,NA,0,NA,162,NA
"163",162,167,487.5,1.5,NA,NA,0,NA,163,NA
"164",163,167,490.5,1.5,NA,NA,0,NA,164,NA
"165",164,167,493.5,1.5,NA,NA,0,NA,165,NA
"166",165,167,496.5,1.5,NA,NA,0,NA,166,NA
"167",166,167,499.5,1.5,NA,NA,0,NA,167,NA
"168",167,167,502.5,1.5,NA,NA,0,NA,168,NA
"169",168,167,505.5,1.5,NA,NA,0,NA,169,NA
"170",169,167,508.5,1.5,NA,NA,0,NA,170,NA
"171",170,167,511.5,1.5,36.429802,28.0595,0.9667,58.5014,171,40.6554768556438
"172",171,167,514.5,1.5,36.331905,28.1332,0.9501,59.0953,172,40.72130709388
"173",172,167,517.5,1.5,36.216347,28.2531,0.9131,39.8848,173,35.9102260593971
"174",173,167,520.5,1.5,36.101269,28.3993,0.8337,37.187,174,35.1317140161404
"175",174,167,523.5,1.5,36.031811,28.4637,0.7859,36.614,175,34.9140552665743
"176",175,167,526.5,1.5,36.005573,28.4437,0.3975,36.3449,176,34.6478834456014
"177",176,167,529.5,1.5,36.02581,28.1944,0.565,39.8435,177,35.5587886425069
"178",177,167,532.5,1.5,36.073559,27.9328,0.4279,40.6805,178,35.7422704303441
"179",178,167,535.5,1.5,36.135433,27.5853,0.8251,48.641,179,37.9140024558421
"180",179,167,538.5,1.5,36.196831,27.2663,1.2512,44.4025,180,36.9977985502289
"181",0,166,1.5,4.5,NA,NA,0,NA,181,NA
"182",1,166,4.5,4.5,NA,NA,0,NA,182,NA
"183",2,166,7.5,4.5,37.724674,24.2691,0.1501,42.5444,183,37.3322379844213
"184",3,166,10.5,4.5,37.700138,24.495,0.499,40.6724,184,36.8749732871773
"185",4,166,13.5,4.5,37.712986,24.7165,1.1574,40.4411,185,37.2208886467213
"186",5,166,16.5,4.5,37.70789,25.0059,1.5629,42.0795,186,37.6742582845906
"187",6,166,19.5,4.5,37.686882,25.2731,1.7913,65.445,187,43.2355889382212
"188",7,166,22.5,4.5,37.617527,25.4087,1.8982,65.8226,188,43.2459231215546
"189",8,166,25.5,4.5,37.524387,25.461,1.9371,63.2566,189,42.5287607481503
"190",9,166,28.5,4.5,37.466831,25.4993,1.9414,41.0084,190,37.1956265684885
"191",10,166,31.5,4.5,37.445526,25.517,1.9231,40.494,191,37.0606183041079
"192",11,166,34.5,4.5,37.458187,25.504,1.8792,41.4398,192,37.2978354154522
"193",12,166,37.5,4.5,37.520264,25.4834,1.8203,49.6552,193,39.2911146111021
"194",13,166,40.5,4.5,37.623337,25.4513,1.7536,67.7242,194,43.7583638463486
"195",14,166,43.5,4.5,37.709694,25.4219,1.7299,69.4444,195,44.2622272396083
"196",15,166,46.5,4.5,37.772747,25.4117,1.6969,69.7766,196,44.406389228129
"197",16,166,49.5,4.5,37.821007,25.4058,1.692,69.4119,197,44.3593653683741
"198",17,166,52.5,4.5,37.857124,25.4108,1.7049,69.5608,198,44.4256717951817
"199",18,166,55.5,4.5,37.882599,25.4318,1.7219,69.5158,199,44.4347627432066
"200",19,166,58.5,4.5,37.897976,25.471,1.7396,69.4165,200,44.4223922485383
"201",20,166,61.5,4.5,37.903175,25.5298,1.7524,69.3928,201,44.4218891270974
"202",21,166,64.5,4.5,37.897694,25.6091,1.7621,69.565,202,44.4622144733454
"203",22,166,67.5,4.5,37.880257,25.7099,1.7651,69.8615,203,44.5255382013606
"204",23,166,70.5,4.5,37.848461,25.8339,1.7678,69.7786,204,44.4837937154318
"205",24,166,73.5,4.5,37.802444,25.9784,1.7733,69.6809,205,44.42628018294
"206",25,166,76.5,4.5,37.742577,26.139,1.7917,69.6325,206,44.3662059517184
"207",26,166,79.5,4.5,37.672688,26.3072,1.8021,70.2824,207,44.4722827089979
"208",27,166,82.5,4.5,37.591892,26.4769,1.8251,70.7186,208,44.5122225791732
"209",28,166,85.5,4.5,37.504063,26.6315,1.8915,68.3559,209,43.8389610132262
"210",29,166,88.5,4.5,37.418839,26.7534,1.8868,68.7689,210,43.8733699319866
"211",30,166,91.5,4.5,37.334061,26.8225,1.85,69.7526,211,44.0568081426507
"212",31,166,94.5,4.5,37.259277,26.7823,1.8159,72.7262,212,44.7372348545284
"213",32,166,97.5,4.5,37.215755,26.8148,1.7981,61.3412,213,41.9037569801381
"214",33,166,100.5,4.5,37.181713,26.882,1.7945,74.6063,214,45.1506668123914
"215",34,166,103.5,4.5,37.128231,27.0009,1.7921,75.9013,215,45.4358402101848
"216",35,166,106.5,4.5,37.053986,27.1632,1.7898,76.1329,216,45.4387672097035
"217",36,166,109.5,4.5,36.966553,27.3509,1.7908,75.9062,217,45.3153627932615
"218",37,166,112.5,4.5,36.875103,27.5401,1.8034,75.9076,218,45.2418746746333
"219",38,166,115.5,4.5,36.80238,27.71,1.828,74.9345,219,44.9348569797481
"220",39,166,118.5,4.5,36.749084,27.8853,1.86,75.0827,220,44.9232076149227
"221",40,166,121.5,4.5,36.710609,28.1046,1.8969,74.9317,221,44.8493573348336
"222",41,166,124.5,4.5,36.682777,28.3692,1.9348,70.5195,222,43.7234029872251
"223",42,166,127.5,4.5,36.708046,28.3432,1.968,70.3059,223,43.6779239279831
"224",43,166,130.5,4.5,36.837597,27.9133,1.9795,70.8481,224,43.9004027746564
"225",44,166,133.5,4.5,36.925781,27.6375,1.9257,71.5341,225,44.1554707609079
"226",45,166,136.5,4.5,37.027214,27.3743,1.7474,71.2981,226,44.2322278764037
"227",46,166,139.5,4.5,37.131268,27.1189,1.4439,71.3199,227,44.3781237137841
"228",47,166,142.5,4.5,37.256393,26.8492,1.2742,72.8296,228,44.8563671013624
"229",48,166,145.5,4.5,37.400696,26.586,1.1909,75.0831,229,45.5243186557072
"230",49,166,148.5,4.5,NA,NA,0,NA,230,NA
"231",50,166,151.5,4.5,NA,NA,0,NA,231,NA
"232",51,166,154.5,4.5,NA,NA,0,NA,232,NA
"233",52,166,157.5,4.5,NA,NA,0,NA,233,NA
"234",53,166,160.5,4.5,NA,NA,0,NA,234,NA
"235",54,166,163.5,4.5,NA,NA,0,NA,235,NA
"236",55,166,166.5,4.5,NA,NA,0,NA,236,NA
"237",56,166,169.5,4.5,NA,NA,0,NA,237,NA
"238",57,166,172.5,4.5,37.616585,25.8262,1.6296,50.1013,238,39.5310473165166
"239",58,166,175.5,4.5,37.652843,25.7711,1.8332,74.9804,239,45.5829296190465
"240",59,166,178.5,4.5,37.671482,25.7386,1.9727,73.5092,240,45.1859459267532
"241",60,166,181.5,4.5,37.618488,25.8057,2.0501,76.6909,241,45.9099549467583
"242",61,166,184.5,4.5,37.637493,25.7714,2.0937,73.2161,242,45.0403467548032
"243",62,166,187.5,4.5,37.587173,25.8342,2.1044,73.1814,243,44.9859253371614
"244",63,166,190.5,4.5,37.481411,25.9741,1.9802,77.2955,244,45.9750405563548
"245",64,166,193.5,4.5,37.392563,26.0876,1.2827,77.6084,245,46.1214996362034
"246",65,166,196.5,4.5,37.321411,26.1826,0.9597,76.5145,246,45.7486313822578
"247",66,166,199.5,4.5,37.281036,26.2431,0.8724,77.7929,247,46.013184358008
"248",67,166,202.5,4.5,37.292976,26.24,0.1595,78.3005,248,45.9438724804959
"249",68,166,205.5,4.5,37.343628,26.1861,0.1846,74.2193,249,44.9596592265953
"250",69,166,208.5,4.5,37.334152,26.2191,0.3001,72.1903,250,44.4482269975738
"251",70,166,211.5,4.5,37.288452,26.3015,0.2914,71.1983,251,44.1699639392518
"252",71,166,214.5,4.5,36.850651,26.9798,1.9533,71.4679,252,44.0262552911064
"253",72,166,217.5,4.5,36.687271,27.2653,2.1079,71.7987,253,43.9137251812569
"254",73,166,220.5,4.5,36.52026,27.5635,2.178,79.0933,254,45.5729993151389
"255",74,166,223.5,4.5,36.54528,27.5775,2.2024,72.4387,255,43.9173809886539
"256",75,166,226.5,4.5,36.601753,27.5485,2.2,71.0688,256,43.627822897929
"257",76,166,229.5,4.5,36.66782,27.5077,2.1712,71.0006,257,43.6817263500115
"258",77,166,232.5,4.5,36.769222,27.4068,2.0887,73.435,258,44.4095835981858
"259",78,166,235.5,4.5,NA,NA,0,NA,259,NA
"260",79,166,238.5,4.5,NA,NA,0,NA,260,NA
"261",80,166,241.5,4.5,NA,NA,0,NA,261,NA
"262",81,166,244.5,4.5,NA,NA,0,NA,262,NA
"263",82,166,247.5,4.5,36.575809,28.1996,0.7402,74.4608,263,44.6779341127834
"264",83,166,250.5,4.5,36.383064,28.5371,2.0078,71.9347,264,43.78743292848
"265",84,166,253.5,4.5,36.175125,28.945,2.117,69.5805,265,42.9870641500324
"266",85,166,256.5,4.5,35.920746,29.4607,2.0423,71.7693,266,43.3669755066332
"267",86,166,259.5,4.5,35.698269,29.9546,1.7425,43.3481,267,36.3730310326729
"268",87,166,262.5,4.5,35.498756,30.47,0.7067,39.2774,268,35.1888163447826
"269",88,166,265.5,4.5,35.368687,30.89,0.9272,39.6674,269,35.2734218037972
"270",89,166,268.5,4.5,35.293537,31.3103,1.5069,64.8369,270,41.4091210545919
"271",90,166,271.5,4.5,35.162861,31.608,1.4376,43.7906,271,36.1478691831506
"272",91,166,274.5,4.5,35.05854,31.8344,1.3546,36.294,272,34.2501601604657
"273",92,166,277.5,4.5,34.99192,31.9327,0.8383,38.89,273,34.7894532828957
"274",93,166,280.5,4.5,34.948357,32.1793,0.5847,61.9622,274,40.4308323921647
"275",94,166,283.5,4.5,34.783104,32.4388,2.0805,63.0553,275,40.3161567153286
"276",95,166,286.5,4.5,34.700054,32.6545,2.0848,62.2424,276,40.0486610572086
"277",96,166,289.5,4.5,34.602577,32.8472,1.9722,61.1757,277,39.7724245649523
"278",97,166,292.5,4.5,34.486618,33.0143,1.8888,40.9436,278,34.7654874790945
"279",98,166,295.5,4.5,34.366058,33.2117,1.7911,36.0988,279,33.5275062331766
"280",99,166,298.5,4.5,34.259727,33.3773,1.7152,36.4698,280,33.5535522628821
"281",100,166,301.5,4.5,34.172604,33.5094,1.6677,36.1224,281,33.4107583460896
"282",101,166,304.5,4.5,34.11771,33.5739,1.6702,35.6203,282,33.2398458690749
"283",102,166,307.5,4.5,34.116802,33.5603,1.7287,39.3379,283,34.125810700168
"284",103,166,310.5,4.5,34.224506,33.3668,0.8447,47.6926,284,36.4200898619592
"285",104,166,313.5,4.5,34.335323,33.1282,0.5427,60.7047,285,39.6691219802242
"286",105,166,316.5,4.5,NA,NA,0,NA,286,NA
"287",106,166,319.5,4.5,34.690491,31.9484,1.0191,67.0881,287,41.5809614359434
"288",107,166,322.5,4.5,34.722858,31.8692,0.453,67.086,288,41.4693764804438
"289",108,166,325.5,4.5,34.527908,32.1642,1.7867,67.1733,289,41.2662749662569
"290",109,166,328.5,4.5,NA,NA,0,NA,290,NA
"291",110,166,331.5,4.5,NA,NA,0,NA,291,NA
"292",111,166,334.5,4.5,NA,NA,0,NA,292,NA
"293",112,166,337.5,4.5,NA,NA,0,NA,293,NA
"294",113,166,340.5,4.5,34.219604,32.6726,1.6051,62.1124,294,39.8533777906158
"295",114,166,343.5,4.5,34.216751,32.6936,1.6813,66.4856,295,40.906211377349
"296",115,166,346.5,4.5,NA,NA,0,NA,296,NA
"297",116,166,349.5,4.5,NA,NA,0,NA,297,NA
"298",117,166,352.5,4.5,NA,NA,0,NA,298,NA
"299",118,166,355.5,4.5,NA,NA,0,NA,299,NA
"300",119,166,358.5,4.5,33.814873,33.5359,1.6214,61.1335,300,39.3007425801003
"301",120,166,361.5,4.5,33.721748,33.7241,1.642,58.8171,301,38.6441931264283
"302",121,166,364.5,4.5,33.598904,33.9679,0.5195,35.7652,302,32.8146055084707
"303",122,166,367.5,4.5,33.568863,34.0188,0.494,36.4975,303,32.9695377729319
"304",123,166,370.5,4.5,33.626213,33.8371,0.7888,39.7113,304,33.9306637887748
"305",124,166,373.5,4.5,33.69809,33.6624,1.1337,45.6785,305,35.4994533924629
"306",125,166,376.5,4.5,33.737812,33.5339,1.9162,60.6264,306,38.9522292975241
"307",126,166,379.5,4.5,33.726795,33.5054,1.9576,59.7205,307,38.691927917371
"308",127,166,382.5,4.5,33.75177,33.4092,1.9514,48.6005,308,35.9631955738371
"309",128,166,385.5,4.5,33.831936,33.2118,1.8607,45.0368,309,35.196532709096
"310",129,166,388.5,4.5,33.976692,32.9078,1.8266,48.0889,310,36.080645160152
"311",130,166,391.5,4.5,34.17178,32.5364,1.9202,62.1965,311,39.6709012381888
"312",131,166,394.5,4.5,34.340046,32.2239,2.0172,63.5285,312,40.0772680655649
"313",132,166,397.5,4.5,34.462673,31.9909,2.0362,64.5869,313,40.4250074471139
"314",133,166,400.5,4.5,34.559898,31.7859,1.9532,65.0457,314,40.6615939946701
"315",134,166,403.5,4.5,34.639725,31.6122,1.9228,64.4313,315,40.5872637775055
"316",135,166,406.5,4.5,34.705132,31.4754,1.9533,64.8519,316,40.7257613785705
"317",136,166,409.5,4.5,34.749668,31.3836,1.9864,64.5404,317,40.6652822272363
"318",137,166,412.5,4.5,34.780392,31.3192,1.9883,64.455,318,40.6670386179067
"319",138,166,415.5,4.5,34.805744,31.2674,1.9853,64.1879,319,40.6223944171612
"320",139,166,418.5,4.5,34.823895,31.2297,1.9952,64.8575,320,40.7968668148004
"321",140,166,421.5,4.5,34.833347,31.2018,2.0038,64.7442,321,40.7711688963488
"322",141,166,424.5,4.5,34.847454,31.1486,1.9183,64.3533,322,40.729807797826
"323",142,166,427.5,4.5,34.881474,31.0399,1.6831,64.1309,323,40.8085135110018
"324",143,166,430.5,4.5,34.928761,30.8969,1.4052,63.6481,324,40.8152095405281
"325",144,166,433.5,4.5,34.982117,30.7435,1.1158,63.487,325,40.8558225269412
"326",145,166,436.5,4.5,35.042164,30.5916,0.7569,65.5245,326,41.3619527425585
"327",146,166,439.5,4.5,35.194546,30.1824,1.1939,66.9313,327,41.8517349100529
"328",147,166,442.5,4.5,35.341724,29.8878,1.2444,65.4132,328,41.5754887518972
"329",148,166,445.5,4.5,35.470913,29.6538,1.3467,66.6309,329,41.9584608262922
"330",149,166,448.5,4.5,35.573647,29.4871,1.4537,67.9496,330,42.3416255716347
"331",150,166,451.5,4.5,35.651573,29.3726,1.5215,67.6833,331,42.3183705541593
