"","X (Grid)","Y (Grid)","X (m)","Y (m)","AirT","rh","Wind","MRT","Point","UTCI"
"8991",170,118,511.5,148.5,36.577091,27.0315,1.7292,57.408,8991,40.4139048114332
"8992",171,118,514.5,148.5,36.644634,26.89,1.7944,57.7275,8992,40.5255029686024
"8993",172,118,517.5,148.5,36.706059,26.7514,1.8645,58.4966,8993,40.7379569928146
"8994",173,118,520.5,148.5,36.766212,26.5972,1.9528,64.1181,8994,42.1215064334665
"8995",174,118,523.5,148.5,36.817059,26.4712,2.0845,64.5726,8995,42.2201924171734
"8996",175,118,526.5,148.5,36.851078,26.3902,2.0753,64.6733,8996,42.2746756625722
"8997",176,118,529.5,148.5,36.860012,26.3567,1.9167,62.952,8997,41.9198449596069
"8998",177,118,532.5,148.5,36.85503,26.3201,2.0336,63.0069,8998,41.8845887374126
"8999",178,118,535.5,148.5,36.802898,26.3265,2.0659,61.7446,8999,41.5189458753747
"9000",179,118,538.5,148.5,36.662682,26.4362,2.1075,59.9697,9000,40.9519877355954
"9001",0,117,1.5,151.5,39.116394,22.1678,1.9325,74.1261,9001,46.4154224857711
"9002",1,117,4.5,151.5,39.043751,22.2432,1.8823,77.7433,9002,47.2725920231119
"9003",2,117,7.5,151.5,39.012871,22.3307,1.828,77.0633,9003,47.0910027417159
"9004",3,117,10.5,151.5,39.034702,22.3606,1.7591,73.4432,9004,46.2186149165386
"9005",4,117,13.5,151.5,39.009754,22.4654,1.6514,73.3944,9005,46.2055230503163
"9006",5,117,16.5,151.5,38.957687,22.6202,1.4899,72.5869,9006,45.9789525855356
"9007",6,117,19.5,151.5,38.893543,22.8069,1.2797,72.3311,9007,45.8618840448135
"9008",7,117,22.5,151.5,38.856247,22.9455,1.1116,72.0783,9008,45.7461535699416
"9009",8,117,25.5,151.5,38.814503,23.1238,1.0325,72.5354,9009,45.8161787907883
"9010",9,117,28.5,151.5,38.75808,23.351,1.0451,72.8905,9010,45.8780897337302
"9011",10,117,31.5,151.5,38.65147,23.6462,1.0897,75.2784,9011,46.4201189654973
"9012",11,117,34.5,151.5,38.361137,24.2523,1.3415,65.525,9012,43.8258329454552
"9013",12,117,37.5,151.5,38.291882,24.5389,1.4212,65.3657,9013,43.7479613279076
"9014",13,117,40.5,151.5,38.248028,24.7554,1.5216,66.027,9014,43.8824765993264
"9015",14,117,43.5,151.5,38.215588,24.8679,1.5512,66.062,9015,43.8675628142412
"9016",15,117,46.5,151.5,38.159916,24.8738,1.4683,45.8086,9016,38.9485449604733
"9017",16,117,49.5,151.5,38.133369,24.8241,1.2934,42.6484,9017,38.1557176430432
"9018",17,117,52.5,151.5,38.316643,24.5225,0.1525,66.0232,9018,43.5912891250895
"9019",18,117,55.5,151.5,38.255604,24.6658,0.4237,69.3182,9019,44.3706506191943
"9020",19,117,58.5,151.5,38.171391,24.9506,0.5779,69.6474,9020,44.4660346309425
"9021",20,117,61.5,151.5,38.161705,25.0269,0.4085,71.2545,9021,44.8048622251731
"9022",21,117,64.5,151.5,NA,NA,0,NA,9022,NA
"9023",22,117,67.5,151.5,NA,NA,0,NA,9023,NA
"9024",23,117,70.5,151.5,NA,NA,0,NA,9024,NA
"9025",24,117,73.5,151.5,NA,NA,0,NA,9025,NA
"9026",25,117,76.5,151.5,NA,NA,0,NA,9026,NA
"9027",26,117,79.5,151.5,37.797359,25.6478,0.433,43.8074,9027,37.7994515676314
"9028",27,117,82.5,151.5,37.779026,25.7988,0.5548,64.6429,9028,42.9482279392787
"9029",28,117,85.5,151.5,37.698784,25.8479,1.3148,44.0856,9029,38.1735487593215
"9030",29,117,88.5,151.5,37.54694,25.8663,1.5264,36.7634,9030,36.3363556531271
"9031",30,117,91.5,151.5,37.48307,26.0206,1.7353,46.3708,9031,38.5242709467866
"9032",31,117,94.5,151.5,37.436844,26.2022,1.7289,62.1714,9032,42.2844147752725
"9033",32,117,97.5,151.5,37.376171,26.3125,1.6906,62.3336,9033,42.2852064066374
"9034",33,117,100.5,151.5,37.314999,26.3482,1.6056,58.3125,9034,41.2710532253119
"9035",34,117,103.5,151.5,37.249641,26.4609,0.5278,39.1721,9035,36.2916160227232
"9036",35,117,106.5,151.5,37.191177,26.5295,1.1695,33.8524,9036,35.3125138093278
"9037",36,117,109.5,151.5,37.142815,26.5792,1.3601,32.9867,9037,35.107742319276
"9038",37,117,112.5,151.5,37.115978,26.607,1.4392,33.1092,9038,35.122148654054
"9039",38,117,115.5,151.5,37.107887,26.6237,1.513,33.6668,9039,35.2499965688792
"9040",39,117,118.5,151.5,37.117271,26.6316,1.5475,35.7413,9040,35.7420148223791
"9041",40,117,121.5,151.5,37.138229,26.6223,1.5618,66.7469,9041,43.2030769369216
"9042",41,117,124.5,151.5,37.117023,26.5269,1.592,43.4674,9042,37.5480840738475
"9043",42,117,127.5,151.5,37.136879,26.3875,1.6514,52.0048,9043,39.5862495806176
"9044",43,117,130.5,151.5,37.208447,26.1484,1.7789,42.343,9044,37.3257659940438
"9045",44,117,133.5,151.5,37.309887,25.9414,1.9209,68.3947,9045,43.627307720379
"9046",45,117,136.5,151.5,37.308105,25.9325,2.0152,70.115,9046,44.0162254450242
"9047",46,117,139.5,151.5,37.257935,26.0311,2.0725,74.7427,9047,45.1034351817149
"9048",47,117,142.5,151.5,37.217701,26.1497,2.088,72.4485,9048,44.4969435835048
"9049",48,117,145.5,151.5,37.089703,26.4322,2.054,75.937,9049,45.2820811251972
"9050",49,117,148.5,151.5,36.945541,26.8163,1.9556,69.6994,9050,43.6625153466123
"9051",50,117,151.5,151.5,36.854847,26.9536,2.0036,77.7745,9051,45.584601208871
"9052",51,117,154.5,151.5,36.750481,27.1648,2.027,77.8842,9052,45.5214111497737
"9053",52,117,157.5,151.5,36.640327,27.4035,2.0305,78.3446,9053,45.5512205178152
"9054",53,117,160.5,151.5,36.528561,27.6518,2.0242,78.4143,9054,45.4859337167618
"9055",54,117,163.5,151.5,36.417732,27.8999,2.0113,78.8498,9055,45.5168375941996
"9056",55,117,166.5,151.5,36.310055,28.1459,1.9573,78.5429,9056,45.3813087429364
"9057",56,117,169.5,151.5,36.208416,28.3852,1.8439,78.3429,9057,45.301771739669
"9058",57,117,172.5,151.5,36.113678,28.6203,1.6492,77.3924,9058,45.0619772736987
"9059",58,117,175.5,151.5,36.016556,28.8824,1.4535,76.8604,9059,44.9106402315684
"9060",59,117,178.5,151.5,35.89814,29.2476,1.5618,69.2562,9060,42.901686474628
"9061",60,117,181.5,151.5,35.801624,29.4375,1.668,71.5709,9061,43.3719687954511
"9062",61,117,184.5,151.5,35.764011,29.3381,1.7248,77.7076,9062,44.8524289780523
"9063",62,117,187.5,151.5,35.703579,29.3734,1.7094,79.138,9063,45.1689233015995
"9064",63,117,190.5,151.5,35.644169,29.4437,1.6885,79.5376,9064,45.2301398759588
"9065",64,117,193.5,151.5,35.599239,29.51,1.6848,78.5064,9065,44.9358128626209
"9066",65,117,196.5,151.5,35.586655,29.5356,1.6902,80.1586,9066,45.3420694594726
"9067",66,117,199.5,151.5,35.624607,29.4849,1.6707,81.9911,9067,45.843956221332
"9068",67,117,202.5,151.5,35.739307,29.3091,1.5736,82.558,9068,46.1084289801508
"9069",68,117,205.5,151.5,NA,NA,0,NA,9069,NA
"9070",69,117,208.5,151.5,NA,NA,0,NA,9070,NA
"9071",70,117,211.5,151.5,NA,NA,0,NA,9071,NA
"9072",71,117,214.5,151.5,NA,NA,0,NA,9072,NA
"9073",72,117,217.5,151.5,NA,NA,0,NA,9073,NA
"9074",73,117,220.5,151.5,NA,NA,0,NA,9074,NA
"9075",74,117,223.5,151.5,34.538433,33.0341,0.8157,36.402,9075,33.8330062340032
"9076",75,117,226.5,151.5,34.585838,33.147,1.1341,61.4728,9076,40.1505977837007
"9077",76,117,229.5,151.5,34.569218,33.3367,0.4244,62.8989,9077,40.3927236416852
"9078",77,117,232.5,151.5,34.351345,33.4096,0.9104,47.2064,9078,36.4134098627314
"9079",78,117,235.5,151.5,34.078178,33.663,1.2489,31.934,9079,32.3914503840972
"9080",79,117,238.5,151.5,33.926235,33.9277,1.2477,29.1002,9080,31.5667479716277
"9081",80,117,241.5,151.5,33.517036,34.6408,0.3816,28.8098,9081,30.9931917557338
"9082",81,117,244.5,151.5,33.340454,34.944,0.3724,28.5301,9082,30.7875972520155
"9083",82,117,247.5,151.5,33.497368,34.4736,1.3433,36.6571,9083,33.0703374889345
"9084",83,117,250.5,151.5,33.480492,34.4927,1.4331,34.285,9084,32.4440686190153
"9085",84,117,253.5,151.5,33.650181,33.9127,1.3345,38.8612,9085,33.7307146725104
"9086",85,117,256.5,151.5,33.722523,33.7858,1.4927,57.3291,9086,38.3421298049652
"9087",86,117,259.5,151.5,33.77713,33.7043,1.5837,57.5958,9087,38.4124325157626
"9088",87,117,262.5,151.5,33.827911,33.604,1.5602,57.8335,9088,38.5200516469206
"9089",88,117,265.5,151.5,33.885189,33.4188,1.4497,57.7128,9089,38.5732352856296
"9090",89,117,268.5,151.5,33.938362,33.1842,1.3662,59.1817,9090,39.000773605412
"9091",90,117,271.5,151.5,33.998199,32.9274,1.2639,60.6078,9091,39.4215047849954
"9092",91,117,274.5,151.5,34.039093,32.7858,1.1877,46.4425,9092,35.9285973651025
"9093",92,117,277.5,151.5,34.115688,32.5493,1.2646,56.337,9093,38.4353107171598
"9094",93,117,280.5,151.5,34.174732,32.3427,1.5029,59.3945,9094,39.1663987395076
"9095",94,117,283.5,151.5,34.216656,32.2019,1.7165,58.7422,9095,38.9446399261695
"9096",95,117,286.5,151.5,34.246826,32.163,1.9108,59.7721,9096,39.1251936794004
"9097",96,117,289.5,151.5,34.272671,32.1893,2.03,56.7216,9097,38.3286252659888
"9098",97,117,292.5,151.5,34.287411,32.1796,2.0666,41.0099,9098,34.4820116065765
"9099",98,117,295.5,151.5,34.317272,32.0903,2.2969,40.3052,9099,34.2162604995866
"9100",99,117,298.5,151.5,34.34145,32.0272,2.4219,41.0539,9100,34.3466242502509
"9101",100,117,301.5,151.5,34.372307,31.962,2.4059,61.6175,9101,39.3767279604198
"9102",101,117,304.5,151.5,34.373901,31.9497,2.2487,62.3226,9102,39.655106271845
"9103",102,117,307.5,151.5,34.364216,31.951,1.9714,62.0135,9103,39.7386052247512
"9104",103,117,310.5,151.5,34.353825,31.9488,1.6147,61.2314,9104,39.7118805334242
"9105",104,117,313.5,151.5,34.366856,31.9093,1.2252,46.2519,9105,36.1119138919685
"9106",105,117,316.5,151.5,34.412716,31.7975,0.542,47.7142,9106,36.3960176576469
"9107",106,117,319.5,151.5,34.589287,31.2227,1.7816,57.9482,9107,38.9950143684732
"9108",107,117,322.5,151.5,34.696838,30.9711,1.7374,56.9128,9108,38.8407877677773
"9109",108,117,325.5,151.5,34.803349,30.6923,1.7369,58.2211,9109,39.2429193797509
"9110",109,117,328.5,151.5,34.903656,30.4162,1.7389,59.6723,9110,39.673854261011
"9111",110,117,331.5,151.5,34.989307,30.1771,1.8334,63.5241,9111,40.646227022481
"9112",111,117,334.5,151.5,35.076618,29.9538,1.9172,62.1429,9112,40.3313268757771
"9113",112,117,337.5,151.5,35.156811,29.7618,1.8734,61.0304,9113,40.138901205153
"9114",113,117,340.5,151.5,35.220467,29.6142,1.7698,63.5891,9114,40.863041686996
"9115",114,117,343.5,151.5,35.256836,29.5221,1.3891,61.7389,9115,40.5518997400952
"9116",115,117,346.5,151.5,35.299507,29.4268,1.147,46.0477,9116,36.7356512502263
"9117",116,117,349.5,151.5,35.378983,29.2855,1.0013,47.2203,9117,37.0719096426552
"9118",117,117,352.5,151.5,35.503708,29.0984,0.8026,46.086,9118,36.8375858214821
"9119",118,117,355.5,151.5,35.647842,28.8961,0.6122,48.4511,9119,37.4472239436642
"9120",119,117,358.5,151.5,35.798695,28.6862,0.5418,48.0025,9120,37.4049248467702
"9121",120,117,361.5,151.5,35.954674,28.3586,0.4173,61.5897,9121,40.8538238905497
"9122",121,117,364.5,151.5,36.071648,28.0685,0.252,49.8168,9122,38.0100738930248
"9123",122,117,367.5,151.5,36.253021,27.6492,0.3633,45.6526,9123,37.1009385718333
"9124",123,117,370.5,151.5,36.404579,27.325,0.7368,43.2859,9124,36.7716406350911
"9125",124,117,373.5,151.5,36.502125,27.1219,1.1365,46.0265,9125,37.6378989975271
"9126",125,117,376.5,151.5,36.56575,27.0099,1.3784,62.4169,9126,41.6921165134369
"9127",126,117,379.5,151.5,36.632191,26.9471,1.5164,57.0212,9127,40.4081522015493
"9128",127,117,382.5,151.5,36.715435,26.888,1.6279,58.0794,9128,40.7148758702426
"9129",128,117,385.5,151.5,36.826237,26.8065,1.7018,58.4661,9129,40.8850173861911
"9130",129,117,388.5,151.5,36.989098,26.6613,1.6142,58.883,9130,41.1400211419197
"9131",130,117,391.5,151.5,NA,NA,0,NA,9131,NA
"9132",131,117,394.5,151.5,NA,NA,0,NA,9132,NA
"9133",132,117,397.5,151.5,NA,NA,0,NA,9133,NA
"9134",133,117,400.5,151.5,NA,NA,0,NA,9134,NA
"9135",134,117,403.5,151.5,NA,NA,0,NA,9135,NA
"9136",135,117,406.5,151.5,36.922798,26.959,0.5122,40.0871,9136,36.2572136974623
"9137",136,117,409.5,151.5,36.908314,26.9591,1.1165,39.5141,9137,36.4114979845516
"9138",137,117,412.5,151.5,36.924179,26.8839,1.3403,43.3522,9138,37.3706657609188
"9139",138,117,415.5,151.5,36.938011,26.8367,1.436,52.3887,9139,39.5526944763277
"9140",139,117,418.5,151.5,36.877827,26.9523,1.3834,56.7936,9140,40.5797372998067
"9141",140,117,421.5,151.5,36.750538,27.1282,1.3784,41.4576,9141,36.7779866334369
"9142",141,117,424.5,151.5,36.59053,27.3551,1.3436,37.8328,9142,35.7811827358746
"9143",142,117,427.5,151.5,36.409325,27.6079,1.3434,34.9091,9143,34.9354720897338
"9144",143,117,430.5,151.5,36.260387,27.7994,1.3768,33.722,9144,34.5293961815676
"9145",144,117,433.5,151.5,36.155983,27.9252,1.4228,32.9372,9145,34.255226130903
"9146",145,117,436.5,151.5,36.088387,28.0045,1.4662,32.7703,9146,34.1572081635206
"9147",146,117,439.5,151.5,36.043446,28.0544,1.5019,32.7868,9147,34.1209520549672
"9148",147,117,442.5,151.5,36.014435,28.0822,1.5259,32.6704,9148,34.066789629253
"9149",148,117,445.5,151.5,36.003506,28.086,1.5353,32.8571,9149,34.1003077002401
"9150",149,117,448.5,151.5,36.015736,28.0616,1.5384,33.5389,9150,34.2713121225259
"9151",150,117,451.5,151.5,36.056816,28.0056,1.5524,34.6277,9151,34.5632388052669
"9152",151,117,454.5,151.5,36.130154,27.9174,1.5712,37.0542,9152,35.1999618808574
"9153",152,117,457.5,151.5,36.228271,27.7887,1.5938,48.0982,9153,37.9224092798104
"9154",153,117,460.5,151.5,36.308823,27.6587,1.6219,58.2412,9154,40.4422709147451
"9155",154,117,463.5,151.5,36.36182,27.5214,1.6602,62.4111,9155,41.4917521352268
"9156",155,117,466.5,151.5,36.394787,27.4223,1.6997,64.5085,9156,42.0190983906719
"9157",156,117,469.5,151.5,36.416161,27.3591,1.7119,64.0194,9157,41.9105150297043
"9158",157,117,472.5,151.5,36.423916,27.3539,1.7053,59.1595,9158,40.7292975126286
"9159",158,117,475.5,151.5,36.429569,27.3488,1.6977,58.0268,9159,40.4599440419519
"9160",159,117,478.5,151.5,36.437393,27.3396,1.6869,57.6613,9160,40.3801427893355
"9161",160,117,481.5,151.5,36.44648,27.3256,1.6868,57.6471,9161,40.3839359119271
"9162",161,117,484.5,151.5,36.451927,27.3159,1.6936,57.0546,9162,40.2422820914452
"9163",162,117,487.5,151.5,36.448814,27.3205,1.6967,56.96,9163,40.2159847157993
"9164",163,117,490.5,151.5,36.429203,27.3505,1.6764,56.3003,9164,40.0451195981068
"9165",164,117,493.5,151.5,36.389355,27.4049,1.6433,55.8525,9165,39.9121557161312
"9166",165,117,496.5,151.5,36.35907,27.4406,1.6206,47.0926,9166,37.7741591745067
"9167",166,117,499.5,151.5,36.351471,27.4354,1.6049,45.3178,9167,37.3436652850553
"9168",167,117,502.5,151.5,36.372383,27.3807,1.6128,44.3623,9168,37.1295665966763
"9169",168,117,505.5,151.5,36.427044,27.2712,1.6482,45.2772,9169,37.386341623993
"9170",169,117,508.5,151.5,36.513996,27.1161,1.6998,45.371,9170,37.4700245470578
"9171",170,117,511.5,151.5,36.596741,26.9603,1.766,56.7504,9171,40.2579251744016
"9172",171,117,514.5,151.5,36.666443,26.8199,1.8505,57.9036,9172,40.5670029169789
"9173",172,117,517.5,151.5,36.721786,26.7041,1.9281,58.2582,9173,40.6709197071594
"9174",173,117,520.5,151.5,36.77153,26.5939,2.0142,59.279,9174,40.9263926455599
"9175",174,117,523.5,151.5,36.824833,26.4572,2.2076,65.7574,9175,42.4632325213176
"9176",175,117,526.5,151.5,36.863029,26.3716,2.226,66.448,9176,42.6537924354604
"9177",176,117,529.5,151.5,36.883411,26.3169,2.1043,63.7035,9177,42.0515965313917
"9178",177,117,532.5,151.5,36.869854,26.2944,1.9636,63.0171,9178,41.924772821584
"9179",178,117,535.5,151.5,36.801308,26.3188,1.8349,61.4567,9179,41.527944356411
"9180",179,117,538.5,151.5,36.641479,26.4418,1.8986,61.4147,9180,41.3626175006877
"9181",0,116,1.5,154.5,39.170383,21.9706,1.9702,78.4868,9181,47.5347404049747
"9182",1,116,4.5,154.5,39.103344,22.1159,1.9034,77.554,9182,47.2648851015648
"9183",2,116,7.5,154.5,39.094307,22.2099,1.841,73.8298,9183,46.3435494263841
"9184",3,116,10.5,154.5,39.040882,22.3694,1.7636,73.1524,9184,46.1516942019115
"9185",4,116,13.5,154.5,38.963772,22.5664,1.6239,72.4754,9185,45.9458494255461
"9186",5,116,16.5,154.5,38.869755,22.8037,1.4117,72.1025,9186,45.7939645282906
"9187",6,116,19.5,154.5,38.745483,23.1267,1.0956,70.9637,9187,45.3828912290493
"9188",7,116,22.5,154.5,38.754147,23.1382,0.8527,71.6666,9188,45.4780416346243
"9189",8,116,25.5,154.5,38.734657,23.2774,0.7224,71.2982,9189,45.3102858276937
"9190",9,116,28.5,154.5,38.724983,23.4346,0.7371,71.455,9190,45.363041349453
"9191",10,116,31.5,154.5,38.695095,23.6153,0.8123,71.4972,9191,45.4042521453807
"9192",11,116,34.5,154.5,38.616383,23.829,0.3069,75.1121,9192,46.0503645251939
"9193",12,116,37.5,154.5,38.352085,24.4415,1.336,66.4311,9193,44.0535970340769
"9194",13,116,40.5,154.5,38.310341,24.6506,1.4542,66.7509,9194,44.111400217716
"9195",14,116,43.5,154.5,38.293098,24.7188,1.4676,66.4603,9195,44.0289458269695
"9196",15,116,46.5,154.5,38.28167,24.699,1.3084,66.5345,9196,44.0342456642271
"9197",16,116,49.5,154.5,38.291706,24.5443,1.1186,67.1389,9197,44.1560545410064
"9198",17,116,52.5,154.5,38.189781,24.6639,0.1161,65.9478,9198,43.4791034077923
"9199",18,116,55.5,154.5,38.133366,24.7681,0.221,45.4382,9199,38.4130828822327
"9200",19,116,58.5,154.5,38.119717,24.9465,0.2876,68.8206,9200,44.1570393652451
"9201",20,116,61.5,154.5,38.118942,24.8915,0.1627,68.9641,9201,44.1875979825987
"9202",21,116,64.5,154.5,NA,NA,0,NA,9202,NA
"9203",22,116,67.5,154.5,NA,NA,0,NA,9203,NA
"9204",23,116,70.5,154.5,NA,NA,0,NA,9204,NA
"9205",24,116,73.5,154.5,NA,NA,0,NA,9205,NA
"9206",25,116,76.5,154.5,NA,NA,0,NA,9206,NA
"9207",26,116,79.5,154.5,37.83017,25.7098,0.9566,63.0643,9207,42.799139632842
"9208",27,116,82.5,154.5,37.789604,25.7877,1.0123,64.5226,9208,43.1455653045498
"9209",28,116,85.5,154.5,37.73579,25.8531,0.9599,61.8794,9209,42.4387830692679
"9210",29,116,88.5,154.5,37.584942,25.7945,1.5662,44.675,9210,38.2184932393
"9211",30,116,91.5,154.5,37.518574,25.9749,1.6917,61.5755,9211,42.2061590614548
"9212",31,116,94.5,154.5,37.475624,26.0614,1.6088,66.1365,9212,43.3049982212575
"9213",32,116,97.5,154.5,37.417831,26.1368,1.559,65.267,9213,43.0535441458601
"9214",33,116,100.5,154.5,37.359642,26.2981,0.5076,46.6565,9214,38.1795323498348
"9215",34,116,103.5,154.5,37.319786,26.4139,1.1267,50.3566,9215,39.3500644058436
"9216",35,116,106.5,154.5,37.260254,26.4796,1.3202,40.7824,9216,37.0354425823497
"9217",36,116,109.5,154.5,37.207039,26.5114,1.4222,36.0364,9217,35.8817304968305
"9218",37,116,112.5,154.5,37.183777,26.5313,1.4864,34.6359,9218,35.5395017786799
"9219",38,116,115.5,154.5,37.18425,26.5455,1.5355,37.2715,9219,36.1562211822993
"9220",39,116,118.5,154.5,37.208874,26.5473,1.5581,66.73,9220,43.2564861252841
"9221",40,116,121.5,154.5,37.189987,26.4784,1.5648,52.9299,9221,39.8729552715341
"9222",41,116,124.5,154.5,37.181961,26.3693,1.607,45.4414,9222,38.0647540152862
"9223",42,116,127.5,154.5,37.206532,26.2036,1.6996,42.6253,9223,37.403429587344
"9224",43,116,130.5,154.5,37.293243,25.9646,1.8535,53.9776,9224,40.1347187357011
"9225",44,116,133.5,154.5,37.346203,25.852,1.9578,69.6637,9225,43.9547099592869
"9226",45,116,136.5,154.5,37.298973,25.9297,2.0206,74.5532,9226,45.107318111426
"9227",46,116,139.5,154.5,37.27338,26.0146,2.0515,71.9111,9227,44.4203689841153
"9228",47,116,142.5,154.5,37.189648,26.215,2.0451,72.8422,9228,44.5904991965796
"9229",48,116,145.5,154.5,37.046177,26.5356,1.9897,75.3821,9229,45.1360468945697
"9230",49,116,148.5,154.5,36.904232,26.9127,1.9202,70.4255,9230,43.8240261470898
"9231",50,116,151.5,154.5,36.811104,27.0589,1.9978,77.412,9231,45.4628044163248
"9232",51,116,154.5,154.5,36.703175,27.279,2.0287,78.2178,9232,45.5690208405059
"9233",52,116,157.5,154.5,36.588581,27.5273,2.0383,78.5361,9233,45.5568998717519
"9234",53,116,160.5,154.5,36.471375,27.787,2.0358,78.3019,9234,45.4089700232164
"9235",54,116,163.5,154.5,36.35482,28.0477,2.0249,78.1174,9235,45.2780627587156
"9236",55,116,166.5,154.5,36.242699,28.2999,1.9923,78.4994,9236,45.3035702925609
"9237",56,116,169.5,154.5,36.139011,28.5337,1.9313,77.5145,9237,45.0034815137271
"9238",57,116,172.5,154.5,36.047039,28.7409,1.8349,78.8365,9238,45.3082283840626
"9239",58,116,175.5,154.5,35.961464,28.9305,1.7216,77.9721,9239,45.0691857859788
"9240",59,116,178.5,154.5,35.876591,29.1148,1.6579,77.7902,9240,44.9820880793495
"9241",60,116,181.5,154.5,35.794609,29.2599,1.6443,77.0912,9241,44.7478045360952
"9242",61,116,184.5,154.5,35.723808,29.3446,1.6025,78.2581,9242,44.9991560601355
"9243",62,116,187.5,154.5,35.654213,29.434,1.5442,79.1143,9243,45.1780031090081
"9244",63,116,190.5,154.5,35.590363,29.5266,1.5033,78.6625,9244,45.0258159446734
"9245",64,116,193.5,154.5,35.541962,29.6062,1.4949,79.1314,9245,45.1095891300125
"9246",65,116,196.5,154.5,35.525047,29.6439,1.4978,80.6419,9246,45.4784125966563
"9247",66,116,199.5,154.5,35.560268,29.6015,1.4661,82.516,9247,45.989262699591
"9248",67,116,202.5,154.5,35.666218,29.4439,1.3484,82.1811,9248,46.0083540102731
"9249",68,116,205.5,154.5,35.812641,29.2183,0.3309,87.1297,9249,47.1703357049728
"9250",69,116,208.5,154.5,NA,NA,0,NA,9250,NA
"9251",70,116,211.5,154.5,NA,NA,0,NA,9251,NA
"9252",71,116,214.5,154.5,NA,NA,0,NA,9252,NA
"9253",72,116,217.5,154.5,NA,NA,0,NA,9253,NA
"9254",73,116,220.5,154.5,NA,NA,0,NA,9254,NA
"9255",74,116,223.5,154.5,34.52261,33.0983,0.5685,35.603,9255,33.5222490581581
"9256",75,116,226.5,154.5,34.536289,33.3284,0.3467,63.4599,9256,40.5065108551708
"9257",76,116,229.5,154.5,34.520393,33.3028,0.8906,62.0855,9257,40.2615261675868
"9258",77,116,232.5,154.5,34.334843,33.4012,1.131,57.1399,9258,38.8775717117747
"9259",78,116,235.5,154.5,34.207737,33.5355,0.4553,31.9397,9259,32.3162962964456
"9260",79,116,238.5,154.5,33.935833,33.8881,1.2202,29.7408,9260,31.7331655956727
"9261",80,116,241.5,154.5,33.812096,34.0874,0.0847,25.9275,9261,30.4832100031208
"9262",81,116,244.5,154.5,33.343906,34.9214,0.6348,29.6153,9262,31.1332846605696
"9263",82,116,247.5,154.5,33.490726,34.4782,1.3097,31.9289,9263,31.8924432517477
"9264",83,116,250.5,154.5,33.475822,34.4886,1.4124,36.9879,9264,33.1176891275955
"9265",84,116,253.5,154.5,33.632187,33.8935,1.4038,32.9124,9265,32.2201644998334
"9266",85,116,256.5,154.5,33.685143,33.844,1.5419,56.3896,9266,38.059148765642
"9267",86,116,259.5,154.5,33.747364,33.7723,1.6312,56.4873,9267,38.0928748022758
"9268",87,116,262.5,154.5,33.822903,33.623,1.5879,57.254,9268,38.3604349486478
"9269",88,116,265.5,154.5,33.905087,33.3737,1.3091,57.4242,9269,38.5599956964834
"9270",89,116,268.5,154.5,33.990753,33.0524,1.1079,60.5671,9270,39.4390848749685
"9271",90,116,271.5,154.5,34.063484,32.7265,1.0007,63.5954,9271,40.2456155115134
"9272",91,116,274.5,154.5,34.131149,32.4686,0.9727,64.7626,9272,40.5781331485678
"9273",92,116,277.5,154.5,34.19482,32.2748,1.0883,63.8441,9273,40.3853328458126
"9274",93,116,280.5,154.5,34.235069,32.2479,1.3454,63.3777,9274,40.2535974208102
"9275",94,116,283.5,154.5,34.263535,32.1107,1.5951,63.9635,9275,40.3304354714337
"9276",95,116,286.5,154.5,34.285866,32.0948,1.8259,61.2007,9276,39.5546227563411
"9277",96,116,289.5,154.5,34.309124,32.0964,2.0217,61.7701,9277,39.6076660437189
"9278",97,116,292.5,154.5,34.335896,32.0953,2.0973,55.3103,9278,37.9943514251499
"9279",98,116,295.5,154.5,34.354809,32.0272,2.3811,43.7237,9279,35.0234725159328
"9280",99,116,298.5,154.5,34.36092,32.0095,2.4726,45.8041,9280,35.4748337587878
"9281",100,116,301.5,154.5,34.361938,32.011,2.3736,60.6914,9281,39.1630587364607
"9282",101,116,304.5,154.5,34.339596,32.0516,2.1031,60.6105,9282,39.297361606823
"9283",102,116,307.5,154.5,34.308746,32.0957,1.6701,43.8951,9283,35.3753542007719
"9284",103,116,310.5,154.5,34.299618,32.0946,1.2062,39.7161,9284,34.4425730320072
"9285",104,116,313.5,154.5,34.320004,32.024,0.507,36.6591,9285,33.5248355322265
"9286",105,116,316.5,154.5,34.501667,31.4567,1.7433,50.559,9286,37.126013030127
"9287",106,116,319.5,154.5,34.636906,31.1252,1.7751,57.2937,9287,38.873279744578
"9288",107,116,322.5,154.5,34.758739,30.8131,1.7881,58.8762,9288,39.3491047779453
"9289",108,116,325.5,154.5,34.866219,30.5091,1.8199,64.8315,9289,40.8852058820131
"9290",109,116,328.5,154.5,34.960083,30.257,1.8078,65.9456,9290,41.235923352876
"9291",110,116,331.5,154.5,35.044186,30.039,1.8044,64.3593,9291,40.9067901496316
"9292",111,116,334.5,154.5,35.127419,29.8387,1.706,62.6839,9292,40.5958489238671
"9293",112,116,337.5,154.5,35.204758,29.6647,1.4525,65.2545,9293,41.3716629918742
"9294",113,116,340.5,154.5,35.267963,29.5304,0.6699,64.0927,9294,41.09209534918
"9295",114,116,343.5,154.5,NA,NA,0,NA,9295,NA
"9296",115,116,346.5,154.5,NA,NA,0,NA,9296,NA
"9297",116,116,349.5,154.5,NA,NA,0,NA,9297,NA
